,Word,Conc.M
181,first,2.76
182,children,4.89
183,bit,3.27
184,place,3.48
185,use,2.78
186,done,2.0
187,true,1.7
188,every,2.28
189,somebody,3.79
190,husband,4.11
191,care,2.33
192,long,3.18
193,bad,1.68
194,old,2.72
195,talking,3.72
196,most,2.38
197,let,2.26
198,whole,3.25
199,last,3.04
200,live,3.57
201,look,2.96
202,thought,1.97
203,ever,1.48
204,person,4.72
205,before,1.96
207,whatever,1.46
208,hundred,3.2
209,through,2.9
210,car,4.89
211,better,1.91
212,else,1.63
213,problem,2.68
214,need,1.69
215,try,2.22
216,either,1.81
217,also,1.83
218,though,1.2
219,someone,3.71
220,hard,3.76
221,after,2.12
223,interesting,1.6
224,own,1.96
226,area,3.72
227,away,2.23
228,ago,1.42
229,fun,1.97
230,far,2.71
231,find,2.63
232,job,3.19
233,country,4.17
234,point,3.39
235,half,3.27
236,again,2.0
237,ten,3.39
238,play,3.24
239,love,2.07
240,dog,4.85
241,start,2.71
242,life,2.69
243,another,2.69
245,few,2.48
246,week,3.48
247,trying,2.11
248,being,1.93
249,enough,1.33
250,college,4.62
251,part,3.29
252,keep,2.37
253,times,2.07
255,why,1.86
256,usually,2.04
258,wonderful,1.82
259,give,2.83
262,saying,2.58
263,guy,4.68
264,remember,2.41
265,read,3.56
266,made,2.52
267,sometimes,1.77
268,might,2.32
269,while,1.55
270,believe,1.55
272,together,2.74
273,buy,3.35
274,jury,4.64
275,twenty,3.67
276,couple,3.93
277,high,3.46
278,fact,2.72
279,six,3.43
280,company,4.11
281,days,3.36
282,everybody,3.13
285,talk,4.07
287,news,3.41
288,type,3.3
289,came,1.85
290,idea,1.61
291,since,1.38
292,least,2.36
293,am,1.96
294,wow,1.48
295,quite,1.72
296,thousand,3.08
297,working,3.48
298,seen,2.96
299,both,2.97
300,next,2.56
301,once,2.74
302,friend,3.07
303,almost,1.66
305,spend,2.93
306,tell,2.9
307,mother,4.6
308,certain,1.68
310,system,2.94
311,call,4.0
312,eight,4.04
313,state,3.52
314,seven,3.72
315,bye,2.25
316,night,4.52
317,help,2.56
319,end,3.14
321,wife,4.13
322,goes,2.19
323,death,3.73
324,found,2.53
325,such,1.48
326,basically,1.32
328,punishment,2.46
329,city,4.79
330,able,2.38
331,watch,4.61
332,seem,1.75
333,crime,3.03
334,eighty,3.41
335,until,1.33
336,understand,2.28
337,close,3.2
338,may,3.0
339,agree,2.31
340,enjoy,2.29
341,nothing,2.21
342,hear,3.66
344,coming,2.07
345,living,3.04
346,easy,2.07
347,best,1.6
348,especially,1.28
349,cat,4.86
351,child,4.78
352,whether,1.59
354,small,3.22
355,mine,3.56
357,paper,4.93
358,new,2.81
359,gone,2.04
360,looking,3.53
361,drug,4.48
362,important,2.14
363,side,3.68
365,neat,2.47
366,young,3.16
367,change,2.89
368,supposed,1.6
369,worked,2.83
371,boy,4.76
372,room,4.79
373,man,4.79
374,daughter,4.79
375,food,4.8
376,anyway,1.68
377,anymore,2.04
378,exactly,2.11
379,world,4.36
380,less,2.77
381,hour,3.1
382,capital,4.1
383,summer,3.64
384,hot,4.31
385,listen,3.47
386,thirty,3.75
387,during,1.48
388,learn,2.2
389,works,3.79
390,comes,2.27
391,without,2.15
392,everyone,2.92
393,myself,2.97
395,reason,1.93
396,business,3.28
398,sit,4.8
399,watching,3.58
400,outside,4.25
401,group,4.12
402,government,2.88
403,stay,2.15
405,lived,2.38
406,brother,4.43
407,sense,2.61
408,thinking,1.96
410,music,4.31
411,society,2.54
412,certainly,1.86
414,each,2.03
415,bought,2.96
417,name,3.5
418,yet,1.39
419,tried,2.07
420,older,3.19
422,paying,3.64
423,football,4.73
424,taking,2.79
425,already,1.64
426,case,3.93
428,health,2.28
429,deal,3.1
430,themselves,2.93
431,decided,1.83
433,credit,2.71
434,expensive,3.13
435,along,2.14
436,town,4.64
437,gosh,1.35
439,dogs,5.0
440,nine,4.04
441,needs,2.25
442,penalty,2.86
443,guilty,2.36
444,eat,4.44
446,law,2.57
447,happen,1.78
448,took,2.61
449,son,4.14
450,bet,3.1
452,major,2.16
453,god,2.07
455,education,2.93
456,percent,2.7
458,amount,2.74
459,question,3.36
460,radio,4.74
461,gotten,2.61
462,drive,3.86
463,father,4.52
464,book,4.9
465,computer,4.93
466,water,5.0
467,fish,5.0
468,story,3.3
470,kid,4.56
471,cook,4.32
472,community,3.52
473,show,3.97
475,making,2.34
476,funny,2.5
477,tough,2.5
478,between,2.72
479,number,3.3
480,fairly,2.07
481,large,3.37
482,difference,2.15
483,turn,3.44
484,murder,3.61
485,insurance,2.86
486,weather,3.83
487,often,2.5
488,vote,3.85
491,wait,2.68
492,matter,3.54
495,involved,2.03
497,set,3.41
498,miles,3.61
499,several,3.0
500,cause,2.43
501,north,4.14
502,full,3.59
504,yourself,4.39
506,tax,3.89
507,married,2.82
509,baby,5.0
510,hand,4.72
511,trouble,2.25
512,game,4.5
514,worth,1.89
516,must,2.13
517,recycling,3.25
518,card,4.9
519,built,3.5
520,pet,4.71
521,forty,4.14
522,early,2.25
523,fifty,3.48
524,lots,3.3
525,hate,1.97
528,beautiful,2.16
529,cost,2.5
531,twelve,3.61
532,service,2.21
533,forth,2.38
534,sister,4.0
535,reading,3.71
536,fifteen,3.37
538,recently,1.89
539,age,2.86
540,milk,4.92
542,bring,2.55
543,top,3.93
545,neighborhood,4.75
546,grew,3.52
547,run,4.31
548,trial,3.07
549,second,3.3
550,girl,4.85
552,appeal,1.73
553,today,2.57
555,figure,3.63
556,teach,3.15
557,absolutely,1.97
558,garden,4.73
559,definitely,1.74
560,rest,3.03
561,plastic,4.79
562,against,1.8
565,drugs,4.63
566,tested,3.0
568,season,3.32
569,leave,2.53
572,sentence,3.57
573,corps,3.43
574,public,2.57
575,difficult,2.21
576,walk,4.07
577,nursing,3.76
578,clean,3.07
581,peace,1.62
583,interest,1.8
585,near,2.79
586,worry,2.55
587,air,4.11
588,newspaper,4.82
589,sad,3.07
590,anybody,2.67
591,student,4.92
593,break,3.71
595,woman,4.46
596,street,4.75
597,weekend,3.83
598,send,2.7
599,completely,2.18
600,sports,3.79
602,cut,4.55
603,wish,1.77
604,yard,4.82
605,social,2.27
607,rather,1.48
609,morning,3.44
610,caught,3.27
611,dad,4.29
613,lost,2.67
614,its,1.9
615,saw,4.46
616,middle,3.69
617,eleven,3.93
618,somewhere,2.08
619,camping,4.0
620,open,3.21
621,spent,3.0
622,knew,1.63
623,gun,4.83
626,necessarily,1.36
627,front,3.77
628,throw,4.04
629,cold,3.85
631,list,4.43
632,consider,1.68
633,line,4.5
634,stick,4.59
635,situation,2.03
636,although,1.07
637,piano,4.9
638,vacation,3.14
639,easier,1.62
640,decision,2.19
641,sell,3.35
642,judge,3.75
643,class,3.85
644,program,3.43
645,power,2.04
646,travel,3.67
647,save,2.42
648,wonder,1.8
649,interested,2.19
650,free,2.04
651,realize,2.03
652,awful,1.92
653,left,3.7
654,suppose,1.37
656,experience,1.8
659,ours,1.81
660,build,3.71
661,move,3.25
662,running,4.27
663,bunch,3.5
665,pull,3.97
667,christmas,3.41
668,coverage,2.7
669,price,3.63
670,afford,1.83
671,pick,3.82
672,brought,2.23
673,building,4.64
674,jail,4.83
675,gave,2.38
676,imagine,1.53
677,sitting,3.76
679,within,2.81
680,winter,3.84
681,soon,1.79
682,prison,4.68
683,anyone,2.7
684,sorry,1.9
686,finally,1.67
688,reasonable,1.78
689,ahead,3.0
690,past,1.7
692,ready,2.07
693,television,4.83
694,hope,1.25
695,center,3.85
698,kill,3.9
699,rain,4.97
700,longer,2.75
701,rid,2.13
702,charge,2.96
703,instead,1.48
704,space,3.54
705,baseball,4.86
706,word,3.56
708,team,3.79
709,favorite,2.71
710,decide,1.92
711,rate,2.5
712,ought,1.43
713,size,3.13
714,retriever,4.15
715,personally,2.07
716,helping,2.53
717,visit,3.92
718,reunion,3.22
719,income,3.07
720,learned,2.46
722,stop,3.68
724,sunday,3.32
725,grow,3.03
727,lately,1.41
728,tend,2.0
729,information,2.87
732,nobody,2.32
733,hit,4.11
734,local,3.04
735,war,3.63
736,inside,3.67
737,amazing,1.55
738,spending,3.31
739,deer,4.86
740,chicken,4.8
742,unless,1.54
743,handle,4.57
745,farm,4.59
746,become,1.54
747,doubt,1.79
748,recycle,2.97
749,growing,2.89
750,support,2.83
751,itself,2.07
752,apartment,4.9
753,dinner,4.5
754,salary,3.69
755,party,3.89
756,chance,1.64
757,golden,3.12
758,giving,2.15
759,topic,2.59
760,grade,3.0
761,sudden,2.07
762,based,1.85
763,fall,4.04
764,month,4.2
765,fast,3.32
766,individual,3.52
768,police,4.79
770,taken,2.66
771,criminal,3.48
772,regular,2.4
773,special,1.76
774,choice,1.9
775,step,4.54
776,concerned,1.86
777,told,2.31
778,ended,2.08
779,towards,2.79
780,plan,3.4
781,under,3.45
782,east,3.04
783,issue,2.37
784,sound,3.7
785,twice,2.93
786,church,4.9
787,black,3.76
789,hold,3.68
790,mostly,2.03
791,means,1.93
794,benefit,2.25
795,afraid,2.7
796,research,3.03
797,looks,2.7
798,felt,3.04
799,october,2.81
800,schedule,3.48
801,sixty,3.56
802,learning,3.14
803,fine,2.61
804,starting,2.14
806,men,4.75
807,forget,2.04
808,legal,1.79
810,process,2.93
812,dress,4.93
813,shot,4.44
815,road,4.75
816,example,3.03
817,united,2.61
818,low,3.34
819,anywhere,2.21
821,feeling,1.68
822,extent,1.44
823,terrible,2.04
824,wrong,1.83
825,budget,3.14
826,volunteer,3.77
827,testing,3.43
828,behind,3.48
829,check,4.11
831,degree,3.0
832,movie,4.59
835,mail,4.69
836,typical,1.52
837,face,4.87
838,evening,3.26
839,stayed,3.0
840,breed,2.85
841,shepherd,4.67
842,hurt,3.61
843,weight,3.94
844,sent,2.6
845,hopefully,2.0
846,plus,3.0
847,later,1.8
848,worst,1.54
849,beyond,1.72
851,waste,3.24
852,waiting,2.7
853,harder,2.0
854,cornstarch,4.56
855,economy,2.57
857,quality,2.18
858,late,2.6
859,burn,4.11
860,rice,4.86
861,control,1.93
862,solution,2.61
864,short,3.61
865,ninety,3.39
866,deterrent,2.63
867,tape,4.9
868,store,4.5
869,scary,3.0
870,except,1.48
871,opposed,2.14
872,flag,4.79
873,particular,2.23
874,serve,3.78
875,bag,4.9
876,bedroom,4.9
877,current,3.16
878,perhaps,1.19
879,eating,4.14
880,turned,3.38
881,lose,2.25
883,happening,2.1
884,head,4.75
885,everywhere,2.0
886,subject,3.14
888,graduate,3.07
889,extra,2.46
890,driving,3.96
891,telling,2.45
892,worse,1.61
894,writing,3.7
895,language,2.35
896,kidding,1.82
898,dry,3.77
899,order,2.79
900,luck,1.33
902,spring,3.89
903,wind,3.93
904,biggest,3.07
907,attention,2.3
908,poor,2.7
909,answer,2.89
910,minute,3.04
911,sales,2.86
912,seeing,3.48
913,lower,2.76
914,retired,3.36
915,speech,3.37
916,raised,2.86
917,moving,3.82
919,awhile,1.54
920,garland,4.85
921,extremely,1.84
922,l,3.13
923,seventy,3.36
924,garage,4.96
925,housing,4.0
926,alone,2.86
928,instance,1.97
929,station,4.32
930,normal,1.4
931,stand,4.16
932,violent,3.1
933,bred,3.38
934,energy,3.11
936,carry,4.04
937,fair,2.39
938,mind,2.5
939,saturday,3.07
940,aluminum,4.88
941,whose,1.68
942,shift,2.81
943,favor,2.07
944,south,3.84
946,white,3.89
947,goodness,1.38
948,obviously,1.82
949,lawyer,4.7
951,ask,2.52
952,band,4.68
953,ridiculous,1.79
954,ground,4.77
955,test,3.93
956,freedom,2.34
958,generally,1.65
959,garbage,4.69
960,hey,1.63
963,bike,5.0
965,bottom,4.25
967,cute,2.76
968,majority,2.54
972,closer,3.0
973,classical,2.18
974,industry,3.29
975,unit,3.77
976,golf,4.52
979,exciting,1.96
980,dead,4.07
982,chocolate,4.72
983,commit,2.17
984,opinion,1.93
986,younger,2.79
988,third,3.44
989,property,3.9
991,red,4.24
994,elderly,3.68
995,mom,4.4
996,safe,3.41
997,thank,3.0
998,restaurant,4.89
999,wrote,3.55
1000,excellent,2.11
1003,across,3.07
1005,professional,2.14
1007,besides,2.25
1008,kept,2.79
1009,totally,1.78
1010,responsible,1.69
1011,gardening,3.86
1012,sick,2.97
1014,dollar,4.93
1015,train,4.79
1017,losing,2.28
1018,hunting,3.96
1019,serious,2.1
1020,share,2.96
1022,political,1.83
1023,turns,3.41
1024,bill,4.68
1025,human,4.93
1026,random,2.0
1029,horrible,2.2
1030,plant,4.76
1031,herself,3.0
1033,sentencing,2.79
1034,ski,4.63
1035,prefer,1.62
1036,land,4.57
1037,strange,1.86
1038,weird,1.59
1039,choose,2.62
1041,fondue,4.79
1042,record,4.15
1045,self,3.1
1046,cool,3.53
1047,negative,1.79
1048,defense,2.45
1049,miss,2.54
1050,realistic,2.07
1051,term,2.82
1052,salad,4.97
1055,drop,4.21
1056,level,2.86
1057,huge,3.54
1058,spoiled,2.46
1059,crazy,2.37
1060,scouts,4.19
1061,finding,2.89
1062,glass,4.82
1063,machine,4.25
1065,create,2.62
1067,available,2.11
1068,incredible,1.93
1069,leaves,4.78
1072,happy,2.56
1075,ways,2.0
1077,heat,3.79
1079,careful,1.86
1080,gorgeous,2.25
1082,lawn,4.93
1083,met,2.58
1085,responsibility,1.4
1086,shop,4.31
1087,himself,3.5
1088,covered,3.41
1089,phone,4.86
1090,teaching,2.82
1091,nights,4.41
1092,semester,3.07
1093,hired,2.59
1094,whatnot,1.92
1095,beat,3.97
1097,lead,4.1
1098,fan,4.71
1099,taught,2.21
1102,recycled,3.9
1104,parole,2.66
1106,ford,4.19
1107,ride,3.75
1108,broken,4.11
1109,glad,2.36
1110,switch,4.07
1111,neighbor,4.64
1112,junk,3.88
1114,tired,3.0
1115,square,4.33
1116,circumstances,1.59
1117,security,2.82
1118,apparently,1.75
1119,pro,2.66
1121,born,3.22
1122,watched,3.14
1124,mowing,3.63
1125,quit,2.56
1128,fourth,3.39
1130,fire,4.68
1131,thirteen,3.69
1132,ball,5.0
1133,spot,4.21
1134,provide,2.72
1135,pudding,4.9
1137,department,3.3
1138,training,3.3
1139,guide,3.7
1140,bush,4.9
1141,beginning,2.5
1142,someplace,1.97
1144,straight,2.76
1145,rough,3.83
1146,won,2.96
1148,heart,4.52
1149,general,1.62
1153,upset,2.41
1154,market,4.7
1155,nineteen,3.26
1156,moment,1.61
1157,financial,2.52
1158,innocent,1.54
1159,period,3.31
1160,supposedly,1.86
1161,cover,4.23
1162,thanks,2.15
1163,percentage,2.9
1164,retirement,3.03
1165,rural,2.67
1166,district,3.29
1167,yesterday,3.0
1170,facility,3.58
1172,stuck,3.55
1173,walking,4.29
1174,compare,2.52
1176,office,4.93
1177,fit,2.7
1178,hire,3.11
1179,picked,2.63
1180,teacher,4.52
1181,lucky,1.76
1182,fight,4.2
1183,flat,4.07
1184,activity,2.72
1185,aware,2.0
1186,quick,2.89
1187,skunk,4.88
1188,disposition,2.1
1189,surprised,2.5
1190,letter,4.7
1191,selling,2.89
1192,row,3.93
1194,familiar,2.03
1195,successful,2.07
1196,snow,4.85
1199,perspective,2.38
1201,aspect,1.82
1202,wanting,2.0
1203,given,2.33
1205,entire,2.03
1206,casual,2.03
1207,sentenced,2.22
1208,busy,2.41
1210,higher,2.93
1212,similar,2.46
1213,single,3.27
1214,ran,3.82
1217,limit,2.28
1218,private,2.72
1219,wondering,2.07
1221,bath,4.85
1223,section,3.24
1226,constantly,2.21
1228,yellow,4.3
1229,popular,2.16
1231,media,3.57
1232,litter,4.47
1233,standard,1.83
1234,green,4.07
1235,freeze,3.96
1236,animal,4.61
1238,mad,2.76
1239,written,4.04
1240,piece,4.14
1242,laid,3.6
1244,bank,4.78
1245,plastics,4.58
1246,assistant,4.07
1247,expect,1.89
1248,listening,2.48
1249,environment,3.74
1250,independent,2.04
1252,plenty,2.39
1253,somehow,1.28
1255,tin,4.87
1256,recommend,1.74
1257,federal,2.41
1259,consumer,3.57
1260,originally,1.66
1261,quickly,2.36
1262,magazine,5.0
1263,cooler,4.14
1265,sing,4.34
1266,plea,2.39
1268,regularly,1.8
1272,medical,3.07
1275,corporation,2.79
1276,drove,3.71
1277,kitchen,4.97
1278,differently,1.87
1279,career,2.54
1281,otherwise,1.57
1282,hearing,3.18
1283,trip,3.71
1286,wet,4.46
1287,saint,3.45
1289,national,2.24
1290,above,3.33
1291,sweet,4.0
1292,finished,2.78
1293,wild,2.41
1294,vet,4.55
1295,generation,1.96
1297,known,1.83
1298,trash,4.7
1299,eighteen,3.96
1300,flexible,2.64
1301,county,4.04
1303,door,4.81
1304,ourselves,2.41
1305,ice,4.89
1308,positive,2.44
1310,applied,1.96
1311,mound,4.63
1313,frightening,2.15
1314,fixed,2.89
1317,monday,2.25
1318,added,2.74
1319,august,3.04
1320,wear,3.61
1321,likely,1.76
1322,damage,3.2
1323,slowly,3.1
1324,engineer,4.64
1325,equipment,4.83
1326,color,4.08
1327,cart,4.89
1329,advertising,3.88
1330,possible,1.56
1331,begin,2.56
1332,educated,2.19
1335,lay,3.86
1336,release,3.24
1337,river,4.89
1338,puppy,4.78
1340,ate,3.74
1341,speaking,3.83
1342,pound,4.61
1344,cash,4.48
1345,box,4.9
1346,opportunity,1.88
1349,possibility,1.33
1350,possibly,1.74
1351,unfortunately,1.62
1352,facilities,4.14
1353,smaller,2.46
1354,conditioning,2.25
1355,simply,1.83
1358,force,3.0
1359,recipe,4.43
1360,swimming,4.44
1362,china,4.79
1364,exercise,3.87
1365,processing,2.03
1366,toward,2.28
1367,burning,3.85
1368,pictures,4.71
1369,organization,3.0
1370,pour,4.14
1371,light,4.21
1373,pool,4.77
1374,hardly,1.62
1376,healthy,3.31
1377,university,4.65
1378,related,2.56
1379,view,3.21
1380,tennis,4.43
1381,dirt,4.86
1382,policy,2.76
1383,distance,3.17
1385,sugar,4.87
1386,shower,4.89
1388,eye,4.9
1390,mow,4.32
1391,operate,3.0
1393,notice,3.3
1394,science,2.79
1395,honestly,1.93
1397,upon,2.83
1398,offense,2.03
1399,procedure,2.67
1400,everyday,2.43
1401,depending,1.81
1402,monetary,2.96
1403,pardon,2.24
1404,calling,2.85
1405,active,3.32
1407,wise,1.97
1409,statistics,3.39
1411,camp,4.35
1412,stopped,3.25
1413,economic,2.2
1414,speed,3.62
1415,lesser,2.29
1417,strip,3.75
1418,pleasure,2.04
1419,inner,2.86
1422,memory,2.38
1423,recent,2.5
1424,tech,3.03
1425,dump,3.93
1426,trust,2.04
1428,blood,4.86
1429,meat,4.9
1430,software,4.08
1431,push,4.21
1433,military,4.0
1434,repeat,2.9
1435,average,2.4
1436,basketball,4.97
1437,immediate,2.1
1439,win,2.67
1440,graduated,2.76
1443,complex,1.96
1444,tonight,2.93
1445,various,2.35
1446,lean,3.0
1447,effective,2.04
1448,traveling,3.5
1449,study,3.7
1451,spray,4.5
1452,doctor,4.69
1453,contact,3.86
1455,understanding,1.92
1456,somewhat,1.28
1457,delayed,2.08
1458,prior,2.45
1459,add,3.0
1461,mainly,2.0
1462,pan,4.86
1463,action,2.86
1464,sat,3.88
1466,rat,4.85
1467,convenient,1.85
1470,keeping,2.19
1471,setting,2.96
1472,smith,3.81
1473,item,4.41
1474,paycheck,4.41
1475,grandfather,4.86
1477,effort,2.33
1481,bother,2.0
1482,execute,2.76
1483,worried,2.21
1484,trade,3.08
1486,terribly,1.21
1488,particularly,1.64
1489,thoroughly,2.19
1490,nature,2.92
1491,allow,2.41
1492,relaxed,2.5
1493,original,2.07
1494,sacrifice,2.8
1496,designed,2.93
1497,grandmother,4.65
1499,potato,4.85
1500,sitter,3.89
1501,cheese,4.7
1502,pot,4.81
1504,essentially,1.55
1506,nearly,1.89
1507,temporary,2.27
1508,guilt,1.93
1510,court,4.31
1511,triangle,4.52
1512,per,1.69
1513,protect,2.86
1514,naturally,1.48
1515,conference,3.86
1516,expenses,3.59
1517,common,2.07
1518,luxury,2.59
1519,pregnant,4.59
1520,clothes,4.76
1521,lunch,4.31
1522,practical,2.14
1523,product,4.17
1524,yours,2.14
1525,disagree,2.77
1526,gas,4.29
1527,heavy,3.37
1528,split,3.96
1530,burden,2.63
1531,teeth,4.96
1532,rooms,4.57
1534,perfect,1.69
1536,september,3.81
1537,hang,3.7
1538,brown,4.48
1539,outdoor,3.93
1540,attached,3.23
1541,afternoon,3.7
1543,fix,2.93
1544,tree,5.0
1545,streets,4.77
1546,daddy,4.24
1547,hysterical,2.65
1548,automatically,2.03
1550,sleep,4.44
1551,fat,4.52
1553,prepared,2.07
1555,dining,3.75
1556,unemployment,3.11
1558,solve,2.1
1559,grass,4.93
1560,track,4.31
1561,throughout,2.27
1562,scout,4.0
1564,produce,3.31
1565,shooting,3.85
1567,cocoa,4.89
1568,stupid,1.75
1569,civil,2.07
1570,sold,2.96
1573,song,4.46
1574,accused,2.93
1575,twin,4.17
1576,collected,2.96
1579,design,3.27
1580,cheers,3.48
1581,minor,2.61
1582,basis,1.83
1583,refrigerator,5.0
1584,variety,2.13
1585,junior,3.5
1586,catch,4.11
1588,mental,2.04
1589,speak,3.7
1591,respect,2.04
1592,wake,3.11
1594,singing,4.2
1596,background,3.26
1597,picture,4.52
1598,package,4.72
1600,deserve,1.69
1601,guarantee,1.96
1603,treat,3.79
1604,floor,4.8
1605,flute,5.0
1606,citizen,4.43
1609,whenever,1.79
1610,alternative,2.46
1612,seventeen,3.19
1614,display,3.86
1615,shrimp,4.8
1616,planting,3.63
1617,desire,1.7
1618,position,2.62
1619,actual,2.22
1620,maintain,2.32
1621,terrific,2.07
1622,fabulous,2.12
1623,imprisonment,3.46
1624,rent,3.48
1626,chore,3.78
1627,swim,4.43
1628,seafood,4.83
1630,writer,4.32
1631,knowing,1.59
1632,location,3.0
1633,tie,4.81
1634,metal,4.87
1635,draw,3.97
1638,advantage,2.0
1640,urban,3.43
1641,catholic,2.93
1642,institute,3.41
1643,professor,4.86
1645,tomato,5.0
1646,soil,4.87
1647,stolen,2.89
1648,eventually,1.75
1649,emotional,2.0
1650,challenge,2.11
1651,burglar,4.44
1652,conscious,2.03
1654,bible,4.61
1656,lovely,2.29
1657,award,4.14
1658,voting,3.29
1661,frost,4.56
1662,race,3.59
1663,slab,4.29
1664,attitude,1.97
1666,member,3.07
1667,correct,2.59
1669,nowadays,1.4
1670,scattered,3.03
1671,warrant,3.73
1673,solid,4.42
1674,collect,3.34
1676,danger,2.68
1677,dumb,2.36
1678,empty,3.43
1679,revenue,3.11
1680,gym,4.83
1681,excuse,2.29
1682,manage,2.0
1683,corn,4.96
1684,recyclable,3.04
1687,downstairs,4.43
1688,isolated,2.74
1689,occasionally,2.07
1692,limited,1.87
1693,goods,4.26
1699,dear,2.25
1701,wide,3.06
1702,portable,2.62
1703,jersey,4.56
1704,blow,3.74
1705,return,2.97
1706,mixed,3.03
1707,november,2.93
1709,central,2.71
1710,flip,3.97
1711,alive,3.14
1712,grab,3.52
1713,racing,4.0
1714,method,2.41
1715,honest,1.66
1716,lemon,5.0
1717,profit,3.07
1718,comment,3.29
1719,blank,3.12
1720,motivation,2.1
1722,lake,4.88
1723,traditional,1.76
1724,cruel,2.11
1725,president,4.4
1728,owner,3.78
1729,harpsichord,4.67
1730,participate,2.59
1732,range,3.22
1733,principal,3.46
1735,highly,2.19
1741,lack,2.04
1742,hillside,4.78
1745,backyard,4.57
1746,mountain,4.96
1748,microwave,4.34
1750,slightly,1.79
1751,toilet,4.97
1752,wine,4.79
1753,coat,4.97
1754,aids,3.44
1755,mile,3.63
1757,sport,3.48
1758,birth,4.46
1759,manufacturing,3.52
1760,acceptable,1.93
1762,cousin,3.7
1765,west,3.44
1766,employment,3.3
1767,treatment,2.93
1768,petroleum,4.69
1770,goal,3.06
1772,caretaker,4.24
1773,crowd,4.52
1774,absolute,1.81
1775,accept,3.03
1776,medicine,4.79
1778,hill,4.93
1779,including,2.44
1781,navy,3.93
1782,phenomenal,1.78
1784,soup,4.72
1785,tank,4.8
1786,hall,4.67
1787,bargaining,2.76
1788,japan,4.82
1789,collection,4.04
1791,swing,4.54
1794,meet,3.0
1795,fried,4.11
1796,tomorrow,2.04
1797,policeman,4.93
1798,evidence,3.65
1799,theirs,2.4
1802,enforce,2.4
1803,falsely,1.97
1804,killing,3.43
1805,missing,2.57
1806,print,4.17
1808,violence,3.07
1809,avoid,2.41
1810,afterwards,2.14
1811,amazed,1.52
1812,psychology,2.31
1813,telephone,4.96
1814,eyes,4.85
1815,friday,3.28
1816,behave,1.78
1817,pure,1.87
1818,chemicals,4.14
1819,offer,2.23
1821,incentive,2.26
1824,sex,4.1
1826,park,4.74
1827,bigger,3.53
1828,physical,3.31
1833,fighting,3.78
1834,mandatory,2.24
1835,woods,4.87
1836,fully,1.89
1837,saved,2.63
1839,account,3.08
1840,wrestling,4.38
1841,touch,3.86
1842,bracket,4.43
1843,report,3.92
1845,dying,3.16
1846,dig,4.33
1847,table,4.9
1849,grocery,4.31
1850,upstairs,4.33
1852,concrete,4.59
1853,coach,4.12
1854,sleeping,4.23
1855,strong,3.14
1856,religious,2.5
1857,shoulder,4.93
1859,nurse,4.39
1860,carried,3.48
1865,raising,3.0
