,Word,Conc.M
288,learning,3.14
289,water,5.0
290,average,2.4
291,unfortunately,1.62
292,supposed,1.6
293,season,3.32
294,kill,3.9
295,deer,4.86
296,involved,2.03
297,thirty,3.75
298,air,4.11
299,sports,3.79
301,often,2.5
303,bet,3.1
305,roast,4.4
306,dental,3.08
307,even,2.79
308,market,4.7
309,idea,1.61
310,security,2.82
311,difference,2.15
312,time,3.07
313,microwave,4.34
314,eight,4.04
315,hey,1.63
316,asphalt,4.83
318,soil,4.87
319,twins,4.57
321,children,4.89
322,goes,2.19
323,garland,4.85
324,these,2.03
326,popcorn,5.0
330,day,3.92
331,buy,3.35
332,agree,2.31
334,stuff,3.13
336,fun,1.97
337,him,3.54
338,cheese,4.7
339,does,2.24
341,sales,2.86
342,isolate,2.67
343,came,1.85
344,favor,2.07
345,behind,3.48
346,media,3.57
347,vote,3.85
348,party,3.89
350,fairly,2.07
351,pick,3.82
352,both,2.97
353,urban,3.43
354,send,2.7
355,car,4.89
358,gardening,3.86
360,sense,2.61
361,retriever,4.15
362,breed,2.85
363,golden,3.12
364,neighborhood,4.75
366,wonderful,1.82
367,temperament,1.96
369,ever,1.48
371,beef,4.74
372,catfish,4.85
373,paying,3.64
376,four,3.37
377,place,3.48
378,help,2.56
380,meet,3.0
381,money,4.54
382,only,2.41
383,once,2.74
384,row,3.93
385,happen,1.78
386,hall,4.67
387,town,4.64
388,problem,2.68
389,system,2.94
390,pro,2.66
391,evidence,3.65
392,by,1.55
394,computer,4.93
395,own,1.96
396,program,3.43
397,miles,3.61
398,new,2.81
399,flexible,2.64
