,Word,Conc.M
308,music,4.31
309,every,2.28
310,cat,4.86
312,new,2.81
313,high,3.46
314,ago,1.42
315,gosh,1.35
316,keep,2.37
318,grew,3.52
319,listen,3.47
320,room,4.79
321,call,4.0
322,again,2.0
323,recycling,3.25
324,movie,4.59
326,expensive,3.13
328,which,1.54
329,anymore,2.04
330,dogs,5.0
331,twenty,3.67
332,food,4.8
333,husband,4.11
336,run,4.31
337,wow,1.48
338,four,3.37
340,kill,3.9
341,life,2.69
342,lucky,1.76
343,usually,2.04
344,anybody,2.67
345,times,2.07
346,ready,2.07
347,experience,1.8
348,guilty,2.36
350,tax,3.89
351,living,3.04
352,small,3.22
353,nursing,3.76
354,town,4.64
355,bet,3.1
356,funny,2.5
357,tried,2.07
359,program,3.43
360,ahead,3.0
361,wonder,1.8
362,united,2.61
364,yet,1.39
365,give,2.83
366,world,4.36
367,cook,4.32
368,lived,2.38
369,eat,4.44
370,someone,3.71
371,young,3.16
372,building,4.64
373,ought,1.43
374,half,3.27
375,fan,4.71
376,major,2.16
377,name,3.5
378,vote,3.85
379,solution,2.61
380,homing,2.0
381,seem,1.75
382,paying,3.64
383,gone,2.04
384,though,1.2
385,drug,4.48
386,book,4.9
387,child,4.78
389,social,2.27
390,change,2.89
391,looking,3.53
392,difficult,2.21
393,might,2.32
394,shame,2.24
395,leave,2.53
397,amount,2.74
398,decide,1.92
399,whatever,1.46
401,cover,4.23
402,week,3.48
403,sad,3.07
404,boy,4.76
405,store,4.5
406,quality,2.18
407,gun,4.83
408,daughter,4.79
409,waste,3.24
410,company,4.11
411,plan,3.4
413,mother,4.6
415,check,4.11
417,control,1.93
418,cut,4.55
419,regular,2.4
421,everybody,3.13
422,easy,2.07
423,state,3.52
425,stay,2.15
426,garden,4.73
427,air,4.11
428,paper,4.93
429,full,3.59
430,understand,2.28
432,night,4.52
433,working,3.48
434,process,2.93
436,goes,2.19
437,willing,2.07
438,tough,2.5
440,felt,3.04
442,against,1.8
443,jail,4.83
444,once,2.74
445,law,2.57
447,twice,2.93
448,translate,2.69
449,raised,2.86
450,party,3.89
451,private,2.72
452,large,3.37
453,convenient,1.85
454,trust,2.04
456,society,2.54
457,six,3.43
459,catch,4.11
460,together,2.74
461,married,2.82
462,open,3.21
464,matter,3.54
465,wrong,1.83
467,hot,4.31
470,running,4.27
471,accept,3.03
472,themselves,2.93
473,close,3.2
474,university,4.65
475,making,2.34
476,fine,2.61
477,thirty,3.75
480,eight,4.04
481,computer,4.93
482,myself,2.97
483,dinner,4.5
484,turn,3.44
485,student,4.92
487,drugs,4.63
488,number,3.3
489,morning,3.44
490,wait,2.68
492,older,3.19
493,expect,1.89
494,difference,2.15
495,wished,1.93
497,happy,2.56
498,completely,2.18
499,worked,2.83
500,water,5.0
502,learn,2.2
503,income,3.07
504,space,3.54
505,support,2.83
506,per,1.69
507,line,4.5
508,background,3.26
509,favorite,2.71
511,beautiful,2.16
512,case,3.93
515,rid,2.13
516,rather,1.48
517,sit,4.8
518,ball,5.0
520,lower,2.76
521,ways,2.0
522,send,2.7
523,drive,3.86
524,middle,3.69
525,sometimes,1.77
526,example,3.03
527,almost,1.66
528,stop,3.68
530,outside,4.25
531,fifty,3.48
532,comfortable,2.33
533,son,4.14
534,baseball,4.86
535,research,3.03
536,wild,2.41
537,appeal,1.73
538,taken,2.66
539,spending,3.31
541,door,4.81
543,cool,3.53
544,totally,1.78
545,caught,3.27
546,without,2.15
548,often,2.5
549,roast,4.4
550,mix,3.82
551,reason,1.93
552,afford,1.83
553,eighty,3.41
554,neighborhood,4.75
555,exactly,2.11
556,fact,2.72
557,imagine,1.53
558,found,2.53
559,second,3.3
560,sorry,1.9
561,sentence,3.57
562,later,1.8
563,needs,2.25
564,seven,3.72
565,whether,1.59
566,must,2.13
567,prison,4.68
570,den,4.57
571,question,3.36
572,concerned,1.86
573,strange,1.86
574,violent,3.1
575,wife,4.13
576,based,1.85
580,left,3.7
581,level,2.86
582,throw,4.04
584,anywhere,2.21
585,ours,1.81
587,size,3.13
588,already,1.64
590,plastic,4.79
592,made,2.52
593,surprised,2.5
596,price,3.63
597,test,3.93
599,mind,2.5
600,city,4.79
601,hit,4.11
602,foil,4.48
603,sister,4.0
605,answer,2.89
606,fix,2.93
607,parent,4.56
608,band,4.68
609,total,2.8
610,thank,3.0
613,ten,3.39
614,knew,1.63
615,god,2.07
616,sound,3.7
617,concert,4.35
618,absolutely,1.97
619,serve,3.78
620,rice,4.86
622,gotten,2.61
623,bent,3.62
624,show,3.97
626,familiar,2.03
627,worst,1.54
628,medical,3.07
629,worth,1.89
630,shoot,3.97
633,reunion,3.22
635,thousand,3.08
636,summer,3.64
638,interested,2.19
639,came,1.85
640,pool,4.77
641,terrible,2.04
642,newspaper,4.82
645,may,3.0
646,girl,4.85
647,degree,3.0
648,between,2.72
649,punishment,2.46
650,careful,1.86
651,set,3.41
653,selection,2.34
655,yourself,4.39
657,trial,3.07
658,certainly,1.86
659,ask,2.52
660,unanimous,2.7
661,less,2.77
662,such,1.48
664,waiting,2.7
665,doctor,4.69
666,teacher,4.52
668,recently,1.89
669,body,4.79
670,hired,2.59
672,education,2.93
673,weekend,3.83
674,exercise,3.87
676,weather,3.83
677,sentenced,2.22
678,media,3.57
679,insurance,2.86
680,eleven,3.93
681,cold,3.85
683,handle,4.57
684,huge,3.54
685,machine,4.25
686,write,4.22
687,sales,2.86
690,sophomore,3.45
691,north,4.14
692,train,4.79
693,pick,3.82
694,sell,3.35
695,testing,3.43
696,garland,4.85
697,register,3.87
698,fit,2.7
700,ordinary,1.79
703,unless,1.54
704,legal,1.79
705,self,3.1
707,saw,4.46
708,story,3.3
710,challenge,2.11
712,parole,2.66
713,course,3.82
715,walk,4.07
717,period,3.31
718,hospital,4.64
719,selling,2.89
721,security,2.82
722,average,2.4
725,market,4.7
726,nine,4.04
727,miles,3.61
728,cruise,4.03
729,judge,3.75
730,side,3.68
731,sunday,3.32
732,field,4.26
734,public,2.57
735,beef,4.74
737,aspect,1.82
738,offer,2.23
740,civil,2.07
743,single,3.27
744,light,4.21
746,definitely,1.74
748,decor,3.77
749,decision,2.19
750,ground,4.77
751,tag,4.25
753,metric,3.14
754,evening,3.26
755,bigger,3.53
757,days,3.36
759,stand,4.16
761,mess,3.9
762,active,3.32
763,budget,3.14
764,lover,3.68
765,chicken,4.8
766,gram,4.0
767,green,4.07
768,nurse,4.39
771,penalty,2.86
772,heaven,1.81
773,deterrent,2.63
774,variety,2.13
775,built,3.5
776,end,3.14
777,strong,3.14
778,character,2.93
779,saturday,3.07
780,log,4.96
782,born,3.22
783,breed,2.85
784,speech,3.37
785,safety,2.37
786,holder,3.74
787,coming,2.07
788,church,4.9
790,opinion,1.93
791,protective,2.54
792,lawn,4.93
793,telling,2.45
794,summary,3.03
795,flag,4.79
798,scared,2.5
800,automatic,2.82
801,under,3.45
803,arrive,3.22
804,health,2.28
805,pet,4.71
806,liberal,1.67
807,walking,4.29
808,until,1.33
809,l,3.13
810,each,2.03
811,pain,3.5
813,yard,4.82
814,charge,2.96
815,originally,1.66
817,ability,1.81
818,past,1.7
819,mostly,2.03
820,special,1.76
821,starting,2.14
822,another,2.69
824,mine,3.56
825,dodge,3.69
826,war,3.63
827,business,3.28
828,nose,4.89
829,haven,3.38
830,interest,1.8
831,gardening,3.86
833,sense,2.61
834,animal,4.61
836,focus,2.35
837,fair,2.39
838,grass,4.93
840,tested,3.0
841,fence,4.82
842,radio,4.74
844,pull,3.97
845,sick,2.97
846,weight,3.94
847,favor,2.07
848,safely,2.27
851,tree,5.0
854,fall,4.04
855,standard,1.83
856,handwriting,4.59
857,perfection,1.9
858,monday,2.25
859,benefit,2.25
861,list,4.43
863,teaching,2.82
864,western,2.8
865,eyes,4.85
867,shirt,4.94
869,grade,3.0
870,rest,3.03
871,fast,3.32
872,bag,4.9
873,community,3.52
874,truck,4.84
875,meal,4.62
876,bring,2.55
877,glad,2.36
880,sign,4.62
881,generation,1.96
882,step,4.54
884,seventy,3.36
885,trouble,2.25
886,rock,4.91
887,along,2.14
889,authority,2.34
890,credit,2.71
891,capital,4.1
892,move,3.25
893,restaurant,4.89
894,equipment,4.83
895,farm,4.59
898,horrible,2.2
899,choice,1.9
900,listening,2.48
901,scary,3.0
903,easily,1.8
904,responsibility,1.4
905,golf,4.52
906,caring,1.77
908,class,3.85
909,realize,2.03
911,decided,1.83
912,steps,4.39
913,mental,2.04
914,thanks,2.15
915,thick,4.0
916,mail,4.69
917,recommend,1.74
919,alone,2.86
920,rehabilitation,1.81
921,snow,4.85
922,lately,1.41
923,bunch,3.5
924,black,3.76
926,anyone,2.7
927,force,3.0
928,power,2.04
930,hire,3.11
931,beat,3.97
932,blame,2.06
933,sitting,3.76
934,watching,3.58
935,keeping,2.19
937,perfect,1.69
938,sports,3.79
940,month,4.2
941,lawyer,4.7
943,economy,2.57
945,saint,3.45
946,piece,4.14
947,pressure,3.07
948,camping,4.0
949,brother,4.43
950,jump,4.52
952,spaniel,4.7
953,common,2.07
954,forever,1.34
955,grown,3.2
956,national,2.24
957,word,3.56
958,industry,3.29
959,rate,2.5
960,tomato,5.0
961,innocent,1.54
962,fairly,2.07
963,nineteen,3.26
964,aware,2.0
966,aids,3.44
968,christmas,3.41
969,dish,4.9
970,hi,2.67
971,eliminate,2.77
973,age,2.86
976,miss,2.54
977,bark,4.52
978,pop,4.22
979,pan,4.86
981,exact,2.54
982,schnauzer,4.42
983,upset,2.41
985,heart,4.52
988,microwave,4.34
989,clean,3.07
990,flexible,2.64
991,lunch,4.31
993,travel,3.67
994,pole,4.66
995,overwhelming,1.78
996,information,2.87
998,easier,1.62
999,piano,4.9
1000,man,4.79
1001,policy,2.76
1003,plate,4.77
1004,subject,3.14
1005,advice,2.73
1006,future,1.86
1007,elderly,3.68
1008,feed,4.17
1010,longer,2.75
1012,selective,2.12
1013,lake,4.88
1014,frame,4.3
1015,station,4.32
1016,bred,3.38
1017,eating,4.14
1018,south,3.84
1021,follow,3.26
1022,weeds,4.83
1023,selfish,1.92
1024,mulch,4.59
1027,command,2.48
1028,looks,2.7
1029,soil,4.87
1030,hour,3.1
1031,pair,3.88
1033,hobby,2.93
1034,white,3.89
1035,department,3.3
1037,political,1.83
1038,disease,3.45
1040,athlete,4.3
1041,section,3.24
1042,afraid,2.7
1043,notice,3.3
1045,television,4.83
1046,knowledge,1.73
1047,mailbox,5.0
1049,team,3.79
1051,advantage,2.0
1052,actual,2.22
1053,game,4.5
1054,element,3.63
1055,kindergarten,3.9
1056,forty,4.14
1058,itself,2.07
1059,grandma,4.54
1060,taste,4.07
1061,tablespoon,5.0
1062,kid,4.56
1063,serious,2.1
1064,closer,3.0
1065,user,3.16
1068,taking,2.79
1070,cost,2.5
1071,football,4.73
1072,least,2.36
1074,mad,2.76
1075,mow,4.32
1076,dollar,4.93
1078,smoking,4.32
1079,luck,1.33
1080,amazing,1.55
1081,today,2.57
1082,paint,4.79
1083,privacy,1.5
1085,factor,2.79
1086,fish,5.0
1087,lady,4.33
1088,square,4.33
1089,solve,2.1
1091,stuck,3.55
1092,swimming,4.44
1093,conscious,2.03
1094,safe,3.41
1095,owner,3.78
1096,younger,2.79
1097,center,3.85
1098,forward,2.66
1099,possibility,1.33
1100,unusual,2.21
1101,legitimate,1.63
1102,wondering,2.07
1103,shot,4.44
1104,excited,2.32
1105,teach,3.15
1106,figure,3.63
1107,kept,2.79
1108,baby,5.0
1109,engine,4.86
1110,clear,3.55
1111,local,3.04
1112,foot,4.9
1113,circumstances,1.59
1114,build,3.71
1115,data,3.93
1117,dying,3.16
1119,collect,3.34
1120,police,4.79
1121,respect,2.04
1122,sentencing,2.79
1123,spare,3.48
1124,gave,2.38
1125,burning,3.85
1126,double,3.37
1127,near,2.79
1129,suppose,1.37
1130,learning,3.14
1131,ski,4.63
1132,ridiculous,1.79
1133,criminal,3.48
1134,criteria,2.5
1135,forth,2.38
1136,aerobics,3.72
1137,prove,1.83
1138,dry,3.77
1139,season,3.32
1140,telephone,4.96
1141,written,4.04
1142,behind,3.48
1144,license,4.0
1145,office,4.93
1146,message,3.97
1147,satisfied,2.07
1148,justice,1.45
1149,free,2.04
1150,puppy,4.78
1151,undo,2.56
1152,seeing,3.48
1153,wanting,2.0
1154,purebred,3.04
1155,ouch,2.76
1157,fighting,3.78
1159,freeze,3.96
1160,similar,2.46
1162,slow,3.28
1164,training,3.3
1167,coach,4.12
1168,gorgeous,2.25
1169,park,4.74
1170,chance,1.64
1171,feeling,1.68
1173,kitchen,4.97
1174,picnic,4.83
1176,spot,4.21
1178,father,4.52
1179,significant,1.67
1180,tennis,4.43
1181,clothes,4.76
1182,ham,4.9
1183,savings,3.32
1185,hate,1.97
1186,cute,2.76
1187,graduate,3.07
1188,color,4.08
1190,somewhere,2.08
1192,forties,2.9
1193,reasonable,1.78
1194,negative,1.79
1195,sat,3.88
1196,ad,4.46
1197,southern,2.62
1199,fell,3.55
1200,aluminum,4.88
1201,checked,2.82
1202,sausage,4.88
1203,recipient,3.86
1204,turkey,4.89
1207,handy,1.88
1208,supreme,2.0
1209,golden,3.12
1210,twins,4.57
1211,happening,2.1
1212,ourselves,2.41
1213,pension,3.89
1214,nation,3.62
1215,language,2.35
1217,fishing,4.3
1218,wear,3.61
1219,dress,4.93
1220,casual,2.03
1222,donate,2.88
1223,eaten,3.61
1224,meet,3.0
1226,won,2.96
1229,front,3.77
1232,smell,3.7
1233,awful,1.92
1234,trap,4.3
1235,comes,2.27
1237,inside,3.67
1238,consider,1.68
1239,deer,4.86
1241,opposite,1.79
1242,add,3.0
1244,nightmare,2.96
1247,january,3.13
1248,cable,4.74
1249,leaves,4.78
1250,habit,2.76
1251,wall,4.86
1252,blackening,3.2
1253,beyond,1.72
1255,barn,4.79
1257,die,3.07
1258,quarterback,4.61
1260,hardened,2.63
1261,mowing,3.63
1262,mornings,3.65
1263,length,4.07
1264,energy,3.11
1265,assistant,4.07
1267,taint,2.19
1270,row,3.93
1271,flute,5.0
1272,considered,1.97
1274,cooking,4.19
1276,land,4.57
1277,rooms,4.57
1278,sleep,4.44
1279,evidence,3.65
1280,selected,2.68
1281,military,4.0
1282,basement,4.89
1284,smaller,2.46
1286,poor,2.7
1288,retirement,3.03
1290,brought,2.23
1291,repeat,2.9
1292,dirty,4.23
1293,third,3.44
1294,net,4.53
1295,drag,4.17
1296,sacrifice,2.8
1297,direction,2.79
1298,apartment,4.9
1299,order,2.79
1302,cake,4.81
1303,freedom,2.34
1306,junk,3.88
1308,wealthy,2.73
1309,execution,3.93
1311,becomes,1.61
1313,mixed,3.03
1314,recipe,4.43
1315,whammy,2.16
1316,option,2.39
1317,structure,4.03
1319,horror,2.5
1320,property,3.9
1322,crazy,2.37
1323,vegetarian,3.77
1325,foggy,3.8
1326,powerful,2.17
1327,colors,4.17
1328,equality,1.41
1329,frightening,2.15
1330,draw,3.97
1331,surrounding,3.12
1333,structured,2.64
1334,bell,4.96
1335,bill,4.68
1336,learned,2.46
1337,complete,2.7
1338,portion,3.78
1342,entry,3.62
1343,lost,2.67
1345,dirt,4.86
1346,excuse,2.29
1348,minute,3.04
1349,schedule,3.48
1350,snippy,2.68
1351,dressed,3.41
1352,healthy,3.31
1353,fortunate,2.04
1354,theory,1.47
1355,address,3.89
1356,herself,3.0
1358,dark,4.29
1359,boat,4.93
1360,beach,4.79
1361,especially,1.28
1362,bathroom,4.52
1364,outskirts,3.17
1366,creative,1.93
1367,formula,4.11
1368,road,4.75
1369,efficient,1.82
1370,revolution,2.87
1372,vet,4.55
1373,cope,1.78
1374,cause,2.43
1375,earthquake,3.97
1376,advertise,2.81
1377,smart,1.75
1378,random,2.0
1382,accident,3.26
1385,history,2.96
1386,base,3.86
1393,lose,2.25
1394,spread,3.68
1395,equal,2.56
1396,driver,4.71
1397,population,3.64
1398,dad,4.29
1399,conditioner,4.21
1400,himself,3.5
1402,mustang,4.89
1405,since,1.38
1406,temperament,1.96
1408,communication,2.9
1409,east,3.04
1410,condominium,4.35
1411,player,4.15
1413,plant,4.76
1414,career,2.54
1415,tremendous,2.1
1416,sun,4.83
1418,busy,2.41
1419,hamster,4.86
1424,missing,2.57
1425,informed,1.71
1426,sauce,4.75
1428,beard,4.96
1429,fashioned,2.34
1430,employed,2.8
1435,registered,2.66
1436,arm,4.96
1437,men,4.75
1439,mom,4.4
1440,general,1.62
1442,oven,4.97
1443,protect,2.86
1445,dental,3.08
1446,symphony,4.21
1447,beginning,2.5
1448,seriously,2.0
1449,woman,4.46
1450,vegetable,4.89
1451,funding,3.17
1452,commitment,1.74
1455,science,2.79
1456,barbecue,4.52
1457,breast,4.89
1459,view,3.21
1460,grow,3.03
1461,main,2.41
1463,rainy,4.32
1464,extra,2.46
1466,musical,3.72
1467,biology,3.48
1468,attack,3.71
1470,trip,3.71
1472,available,2.11
1473,cash,4.48
1474,interior,3.59
1476,affect,1.93
1478,heat,3.79
1479,means,1.93
1480,veteran,4.58
1481,roommate,4.52
1482,wine,4.79
1483,percentage,2.9
1484,tin,4.87
1485,treatment,2.93
1486,fault,2.41
1487,box,4.9
1488,garage,4.96
1489,sitter,3.89
1491,potential,1.91
1492,visa,4.38
1493,nobody,2.32
1494,limited,1.87
1495,head,4.75
1496,mention,2.69
1497,discipline,2.24
1498,becoming,1.67
1499,concept,1.41
1500,bend,3.88
1502,dance,4.32
1503,cheeky,2.03
1504,table,4.9
1505,unhappy,2.04
1508,emotion,2.44
1509,swayed,2.07
1510,effect,1.8
1511,professor,4.86
1512,everyone,2.92
1514,polish,4.23
1515,cousin,3.7
1520,correct,2.59
1523,pleasure,2.04
1524,issue,2.37
1525,taught,2.21
1526,opportunity,1.88
1527,translation,2.96
1528,provide,2.72
1529,gut,4.15
1530,glasses,4.9
1532,depression,2.39
1535,effort,2.33
1536,popular,2.16
1537,procedure,2.67
1538,grocery,4.31
1539,wish,1.77
1541,group,4.12
1542,ill,3.21
1543,management,2.72
1544,curriculum,3.23
1545,logical,2.11
1546,positive,2.44
1547,capacity,3.1
1548,repair,3.32
1550,cynical,1.64
1551,after,2.12
1552,video,4.67
1553,corporation,2.79
1554,possible,1.56
1555,reading,3.71
1556,steak,4.96
1558,almighty,1.9
1560,act,2.46
1561,welfare,2.57
1562,early,2.25
1563,face,4.87
1564,temporary,2.27
1566,seat,4.78
1568,cheese,4.7
1569,top,3.93
1570,engineering,2.69
1573,steam,4.5
1574,dream,2.6
1576,wind,3.93
1577,treat,3.79
1579,trained,2.54
1580,star,4.69
1581,combat,3.67
1582,street,4.75
1583,shop,4.31
1586,rain,4.97
1587,environment,3.74
1588,worse,1.61
1589,merchandise,4.52
1590,individual,3.52
1591,relaxing,2.62
1592,post,4.3
1594,sing,4.34
1595,anyway,1.68
1596,west,3.44
1597,garbage,4.69
1598,weird,1.59
1600,squash,4.7
1601,bottom,4.25
1602,journal,4.63
1604,root,4.34
1605,track,4.31
1606,ford,4.19
1609,club,3.78
1611,boss,3.83
1612,cross,4.44
1613,trash,4.7
1614,gardener,4.5
1616,preschool,4.37
1617,handled,3.11
1619,fee,3.89
1621,polluted,3.34
1622,mandatory,2.24
1623,hang,3.7
1624,handling,3.0
1625,refined,2.04
1626,rough,3.83
1627,animation,3.41
1628,trek,3.31
1629,strict,2.72
1630,forecast,2.78
1631,necessity,2.08
1632,losing,2.28
1633,display,3.86
1634,resentment,1.78
1635,porch,4.92
1636,curb,4.68
1637,improve,1.82
1638,toward,2.28
1640,highly,2.19
1641,hail,4.32
1642,song,4.46
1645,seventh,3.9
1650,extended,2.34
1652,sewing,4.4
1654,custom,2.68
1657,sooner,2.11
1658,autobiography,3.74
1661,attachment,3.04
1667,flea,4.89
1668,con,2.5
1669,participate,2.59
1670,adult,4.4
1673,hall,4.67
1674,fixed,2.89
1675,quiet,2.76
1676,basic,2.26
1677,become,1.54
1678,decent,2.04
1680,disappointed,1.92
1685,towel,4.86
1691,peck,4.16
1692,barrel,4.86
1693,oil,4.93
1694,illegal,2.37
1695,corrupt,2.03
1696,grace,1.78
1697,angry,2.53
1698,pro,2.66
1699,vacation,3.14
1716,waist,4.72
1718,struggling,2.81
1733,skiing,4.42
1743,risk,1.63
1745,ruined,2.96
1748,diet,3.21
1752,stolen,2.89
1754,unbelievable,1.54
1757,corner,4.61
1759,burglar,4.44
1760,prepared,2.07
1764,marriage,2.51
1765,honest,1.66
1767,recognize,2.07
1772,press,3.9
1775,fascinating,1.93
1780,holy,1.67
1783,partner,3.53
1784,develop,1.87
1788,spring,3.89
1789,silence,3.33
1792,experienced,1.5
1799,art,4.17
1811,cafeteria,4.71
1812,headed,2.67
1813,hallway,4.74
1814,during,1.48
1815,convinced,2.07
1816,relaxed,2.5
1817,crying,4.48
1818,warm,3.56
1819,climate,3.5
1820,static,3.32
1822,gymnastics,4.04
1824,fad,2.36
1825,cancer,3.86
1826,above,3.33
1828,desk,4.87
1829,term,2.82
1830,cooler,4.14
1831,parental,2.69
1836,conflict,2.21
1840,notify,3.04
1844,roll,4.16
1845,jazz,3.9
1850,ignore,2.22
1865,original,2.07
1867,clarinet,4.92
1869,saxophone,5.0
1871,baroque,2.62
1872,penny,4.83
1890,strain,3.0
1891,burden,2.63
1892,religious,2.5
1894,opener,3.81
1895,several,3.0
1913,urban,3.43
1914,exploring,2.83
1916,commute,3.79
1917,eye,4.9
1919,teller,4.38
1920,mild,2.48
1921,accommodate,1.86
1928,breakfast,4.43
1934,safari,4.14
1944,june,3.4
1946,comedy,3.1
1950,coverage,2.7
1951,chosen,2.33
1952,carpool,3.9
1955,somewhat,1.28
1956,quit,2.56
1958,granddaughter,4.37
1959,location,3.0
1960,medicine,4.79
1962,biased,1.52
1963,priced,2.88
1964,dentist,4.93
1965,except,1.48
1968,orthopedist,4.73
1969,consulting,2.14
1970,costuming,3.08
1971,blood,4.86
1975,watched,3.14
1976,coast,4.21
1977,opera,4.28
1978,soap,4.93
1980,canned,3.68
1981,misread,2.07
1983,camper,4.63
1986,ship,4.87
1989,leak,4.28
1990,wound,4.24
1991,painting,4.59
1993,retired,3.36
1997,belong,1.43
1999,brand,3.29
2016,visiting,2.78
2023,proportionally,2.19
2024,clothing,4.43
2025,obvious,2.07
2026,hello,2.8
2036,marvelous,2.04
2037,bedspread,4.85
2038,privilege,1.93
2039,sue,3.07
2040,knowing,1.59
2041,float,4.07
2042,wallet,4.81
2044,anyplace,2.43
2045,switch,4.07
2047,danger,2.68
2048,citizenship,2.96
2056,catholic,2.93
2057,straight,2.76
2058,unfair,1.62
2059,supporter,3.26
2061,status,2.24
2062,loan,3.72
2063,deduct,2.31
2065,indicator,2.73
2066,lax,2.36
2067,recognition,2.39
2076,race,3.59
2078,smooth,3.81
2079,transmission,4.0
2081,caravan,4.37
2082,luxury,2.59
2084,fifth,3.81
2085,wheel,4.86
2086,dealer,3.76
2087,leap,3.86
2088,deadly,2.7
2091,sixties,2.93
2094,unfortunately,1.62
2096,deny,2.2
2098,grammar,3.19
2102,kindergartner,4.45
2103,immigrant,3.72
2104,guide,3.7
2107,inject,4.28
2109,lock,4.65
2110,master,2.63
2111,questionable,1.79
2114,rundown,2.3
2115,scholarship,2.96
2116,standing,4.04
2117,appropriate,2.0
2118,severe,2.43
2119,dense,3.14
2120,statute,3.88
2128,ran,3.82
