,Word,Conc.M
357,missionary,3.71
358,viewpoint,2.23
359,picket,4.0
360,wheat,4.89
361,fence,4.82
362,territory,3.41
363,wanting,2.0
364,marking,3.79
366,ten,3.39
367,crash,3.79
368,street,4.75
369,than,1.69
370,box,4.9
371,telephone,4.96
372,off,2.79
376,form,3.13
378,sorry,1.9
379,bar,4.67
381,less,2.77
382,more,2.37
385,letter,4.7
386,shaped,2.56
387,maybe,1.52
388,position,2.62
389,carpenter,4.41
390,relation,2.11
391,site,4.56
392,ship,4.87
393,walking,4.29
395,garden,4.73
396,correct,2.59
401,running,4.27
402,horizontally,3.9
403,moment,1.61
405,alpine,3.7
406,diagonal,3.96
414,would,1.12
418,quick,2.89
422,near,2.79
424,farmer,4.54
426,seven,3.72
427,chapel,4.6
433,lemon,5.0
434,lagoon,4.5
435,gate,4.96
437,golden,3.12
444,suggest,1.8
448,beach,4.79
451,turns,3.41
456,coastline,4.54
457,contour,3.24
458,keeping,2.19
461,outer,3.74
464,mouth,4.74
465,comes,2.27
466,found,2.53
467,beside,2.59
470,does,2.24
471,shop,4.31
472,camera,5.0
473,guy,4.68
476,spot,4.21
477,tourist,4.59
478,meet,3.0
481,tweet,3.52
484,kit,4.47
486,these,2.03
488,obviously,1.82
492,eastern,3.11
506,must,2.13
507,into,2.3
508,backwards,3.17
509,green,4.07
512,told,2.31
514,channel,4.18
517,teacher,4.52
522,japan,4.82
529,basically,1.32
530,understand,2.28
531,first,2.76
534,tip,4.5
544,sure,1.73
547,moving,3.82
548,branch,4.9
549,third,3.44
554,burnt,3.93
558,land,4.57
560,parallel,3.16
567,route,3.88
570,gallows,4.35
579,suppose,1.37
586,highest,2.72
588,missing,2.57
590,probably,1.73
597,tell,2.9
599,bed,5.0
600,parched,3.21
601,lower,2.76
602,couple,3.93
603,cliff,4.71
604,bandit,4.36
608,settlement,3.07
609,tribal,2.5
610,size,3.13
611,foot,4.9
612,cavalry,4.08
613,farm,4.59
617,gradient,3.44
619,popular,2.16
620,quarry,4.37
621,meadow,4.86
622,town,4.64
623,monastery,4.75
624,ruined,2.96
625,outward,2.79
626,us,3.59
633,yet,1.39
637,outlaw,3.61
639,sloping,3.59
641,tag,4.25
649,twelve,3.61
652,haystack,4.87
653,meant,1.5
654,minute,3.04
655,wait,2.68
656,pass,2.71
657,nose,4.89
658,pick,3.82
659,making,2.34
661,passing,2.76
663,antelope,5.0
667,almost,1.66
671,saloon,4.68
673,stockade,4.46
678,rapid,3.07
681,man,4.79
687,immediately,2.3
695,am,1.96
697,cobbling,3.3
698,very,1.43
701,cut,4.55
704,goes,2.19
708,sum,2.89
712,around,1.96
728,sham,3.07
732,ghost,3.19
733,granite,5.0
737,remnant,2.89
744,telegram,4.63
745,calendar,4.62
749,will,2.64
750,machete,4.82
751,anyway,1.68
752,worry,2.55
753,china,4.79
755,seagull,5.0
756,bag,4.9
757,safari,4.14
767,task,2.84
776,think,2.41
777,remain,1.96
781,roof,4.79
788,volcano,4.75
789,extinct,2.53
791,desert,4.86
796,stay,2.15
797,dot,4.12
799,drawn,2.79
800,walk,4.07
801,did,2.45
802,walled,3.87
803,bypass,3.5
806,underline,3.95
809,object,3.66
810,degree,3.0
812,indeed,1.72
813,big,3.66
814,finishing,2.36
815,underlining,3.23
817,babe,3.67
818,wheel,4.86
819,begin,2.56
822,talking,3.72
823,upwards,2.63
827,premier,2.07
830,whatever,1.46
832,bun,4.88
836,closely,2.46
837,stick,4.59
838,second,3.3
839,once,2.74
