,Word,Conc.M
247,better,1.91
248,course,3.82
249,expensive,3.13
251,will,2.64
252,look,2.96
253,remember,2.41
254,kind,2.07
255,care,2.33
256,talk,4.07
257,since,1.38
258,told,2.31
259,away,2.23
261,try,2.22
262,buy,3.35
264,him,3.54
265,their,3.34
266,hard,3.76
267,jury,4.64
270,funny,2.5
271,whole,3.25
273,high,3.46
274,between,2.72
275,getting,2.07
276,story,3.3
277,beautiful,2.16
278,dead,4.07
279,glad,2.36
281,living,3.04
282,those,2.32
284,military,4.0
286,student,4.92
287,jail,4.83
288,doctor,4.69
289,also,1.83
290,ugh,1.72
291,before,1.96
292,song,4.46
294,made,2.52
296,movie,4.59
297,build,3.71
298,put,2.5
299,child,4.78
300,town,4.64
301,over,2.46
302,gun,4.83
303,law,2.57
304,sad,3.07
305,common,2.07
306,cute,2.76
307,down,3.52
308,garage,4.96
309,water,5.0
310,watch,4.61
311,crime,3.03
312,name,3.5
314,both,2.97
315,hate,1.97
317,meant,1.5
318,interesting,1.6
319,serious,2.1
320,teacher,4.52
321,take,3.06
322,worst,1.54
323,government,2.88
324,room,4.79
326,wonder,1.8
328,feeling,1.68
329,week,3.48
330,making,2.34
331,fish,5.0
332,life,2.69
333,important,2.14
335,night,4.52
336,agree,2.31
337,police,4.79
338,dogs,5.0
339,give,2.83
340,cold,3.85
341,kidding,1.82
342,help,2.56
343,second,3.3
345,cook,4.32
347,team,3.79
348,fact,2.72
349,book,4.9
352,group,4.12
353,system,2.94
354,free,2.04
355,case,3.93
356,hospital,4.64
357,call,4.0
358,bunch,3.5
359,news,3.41
360,hope,1.25
362,guilty,2.36
368,alone,2.86
369,rice,4.86
370,his,3.14
371,late,2.6
372,prison,4.68
373,judge,3.75
374,next,2.56
375,stop,3.68
376,paper,4.93
377,welcome,2.07
378,times,2.07
379,death,3.73
381,interested,2.19
383,retriever,4.15
384,come,2.72
385,though,1.2
386,golden,3.12
387,insurance,2.86
388,went,2.25
390,computer,4.93
391,neighborhood,4.75
393,off,2.79
395,test,3.93
396,gone,2.04
397,drug,4.48
398,rather,1.48
399,choice,1.9
400,music,4.31
401,shift,2.81
402,learn,2.2
403,vote,3.85
404,wife,4.13
405,far,2.71
406,sentence,3.57
407,paying,3.64
410,relationship,2.8
411,nope,2.35
412,easier,1.62
413,bought,2.96
414,happy,2.56
415,actually,1.37
416,ok,2.11
417,looking,3.53
418,hey,1.63
419,garden,4.73
421,weather,3.83
422,married,2.82
423,program,3.43
425,days,3.36
426,process,2.93
427,afford,1.83
429,again,2.0
430,kid,4.56
432,mom,4.4
433,saw,4.46
434,recycling,3.25
435,might,2.32
436,appeal,1.73
437,working,3.48
438,maybe,1.52
439,keep,2.37
440,picture,4.52
441,side,3.68
442,boy,4.76
443,band,4.68
445,into,2.3
446,show,3.97
447,recycle,2.97
449,deer,4.86
450,future,1.86
451,leave,2.53
453,busy,2.41
454,shame,2.24
455,son,4.14
457,video,4.67
460,nurse,4.39
461,walk,4.07
462,anyone,2.7
463,baby,5.0
464,stick,4.59
469,six,3.43
470,east,3.04
472,list,4.43
473,lawyer,4.7
474,supposed,1.6
475,found,2.53
476,lol,2.92
477,number,3.3
478,won,2.96
479,daughter,4.79
481,plan,3.4
482,move,3.25
483,bank,4.78
484,our,1.97
485,five,3.87
486,popular,2.16
487,soon,1.79
488,involved,2.03
489,stay,2.15
490,human,4.93
491,phone,4.86
494,possible,1.56
495,woman,4.46
497,already,1.64
498,someone,3.71
499,left,3.7
501,breed,2.85
502,potato,4.85
503,worried,2.21
505,past,1.7
508,afraid,2.7
509,huge,3.54
510,matter,3.54
512,tried,2.07
514,rain,4.97
515,golf,4.52
516,word,3.56
517,penalty,2.86
519,together,2.74
520,everyone,2.92
521,majority,2.54
522,lie,3.11
524,ton,4.17
525,children,4.89
526,murder,3.61
527,believe,1.55
528,means,1.93
529,south,3.84
530,super,1.9
531,amount,2.74
532,father,4.52
533,goes,2.19
534,winter,3.84
535,boat,4.93
536,situation,2.03
539,tree,5.0
540,chance,1.64
541,three,3.62
542,end,3.14
544,worth,1.89
545,season,3.32
546,murderer,3.83
547,business,3.28
548,summer,3.64
549,sense,2.61
550,check,4.11
551,post,4.3
552,alive,3.14
555,morning,3.44
556,bathroom,4.52
557,single,3.27
558,website,4.52
560,young,3.16
561,waiting,2.7
562,rest,3.03
563,crazy,2.37
564,driving,3.96
565,bath,4.85
566,pet,4.71
567,power,2.04
568,green,4.07
569,lab,4.69
570,awesome,1.83
572,piano,4.9
574,cart,4.89
576,hold,3.68
577,yard,4.82
578,enough,1.33
579,plant,4.76
582,criminal,3.48
583,river,4.89
584,month,4.2
585,alright,1.93
587,without,2.15
588,owner,3.78
589,language,2.35
590,happening,2.1
592,economy,2.57
593,community,3.52
594,hour,3.1
595,farm,4.59
596,each,2.03
597,spend,2.93
599,ask,2.52
600,less,2.77
601,pump,4.31
602,complicated,2.21
603,snake,5.0
604,legal,1.79
605,god,2.07
606,flag,4.79
607,start,2.71
608,poor,2.7
609,born,3.22
610,full,3.59
611,hot,4.31
612,street,4.75
613,couple,3.93
615,confusing,1.84
616,self,3.1
617,slab,4.29
618,farmer,4.54
620,fight,4.2
623,imagine,1.53
624,wondering,2.07
625,half,3.27
626,aware,2.0
627,close,3.2
628,against,1.8
629,random,2.0
630,watching,3.58
631,internet,3.64
632,speak,3.7
633,surprised,2.5
634,credit,2.71
635,loan,3.72
636,million,2.9
637,sleep,4.44
638,price,3.63
639,charge,2.96
641,favorite,2.71
642,run,4.31
643,church,4.9
645,bedroom,4.9
648,covered,3.41
649,version,1.7
652,mind,2.5
655,fair,2.39
656,tested,3.0
657,drive,3.86
658,capital,4.1
659,another,2.69
660,college,4.62
661,lasagna,4.89
663,trouble,2.25
664,chicken,4.8
666,guessing,2.85
667,opinion,1.93
670,gym,4.83
671,lemon,5.0
672,four,3.37
673,usually,2.04
674,cost,2.5
675,metal,4.87
676,enjoy,2.29
677,spell,3.32
678,train,4.79
679,bowl,4.87
680,ready,2.07
681,anymore,2.04
683,dad,4.29
684,win,2.67
685,tape,4.9
686,experience,1.8
687,mostly,2.03
689,lately,1.41
690,episode,3.22
693,hundred,3.2
694,native,3.03
696,camping,4.0
697,war,3.63
700,top,3.93
701,every,2.28
702,policy,2.76
704,dump,3.93
706,radio,4.74
707,saint,3.45
709,wake,3.11
710,illegal,2.37
711,ability,1.81
712,japan,4.82
715,spring,3.89
717,leaves,4.78
718,park,4.74
719,sell,3.35
720,seeing,3.48
721,brother,4.43
722,china,4.79
724,curious,1.75
726,meat,4.9
727,line,4.5
730,mad,2.76
731,luck,1.33
732,classical,2.18
733,type,3.3
734,through,2.9
735,football,4.73
736,throw,4.04
737,player,4.15
738,sue,3.07
740,north,4.14
741,building,4.64
743,lucky,1.76
744,special,1.76
746,shot,4.44
747,answer,2.89
748,reference,2.38
749,dollar,4.93
750,fuel,4.3
751,goodbye,3.0
752,yet,1.39
754,bet,3.1
755,sports,3.79
756,bag,4.9
757,center,3.85
758,terrible,2.04
759,fix,2.93
760,looks,2.7
761,easy,2.07
762,die,3.07
763,tired,3.0
764,degree,3.0
765,kitchen,4.97
766,race,3.59
767,laugh,4.21
768,listen,3.47
769,else,1.63
770,normal,1.4
771,pollution,3.75
772,freedom,2.34
774,loss,2.19
776,such,1.48
777,beach,4.79
778,taste,4.07
779,hydraulic,3.66
780,garbage,4.69
782,dirt,4.86
784,lived,2.38
785,older,3.19
787,running,4.27
788,media,3.57
789,jazz,3.9
790,reading,3.71
791,husband,4.11
792,spending,3.31
794,missing,2.57
795,sound,3.7
797,rent,3.48
798,realize,2.03
800,hear,3.66
802,kitten,4.86
803,history,2.96
804,control,1.93
805,supreme,2.0
806,vacation,3.14
807,puppy,4.78
809,station,4.32
810,fishing,4.3
811,gas,4.29
812,store,4.5
813,figure,3.63
815,coming,2.07
817,came,1.85
818,l,3.13
820,card,4.9
822,baseball,4.86
823,air,4.11
824,messy,3.59
826,biased,1.52
827,exercise,3.87
828,soup,4.72
829,snow,4.85
831,men,4.75
832,practice,2.52
833,spaghetti,5.0
834,pool,4.77
835,grown,3.2
836,least,2.36
839,short,3.61
840,hang,3.7
841,voice,4.13
842,rule,2.57
843,myself,2.97
844,cooking,4.19
845,visit,3.92
846,mood,1.75
847,yourself,4.39
849,patch,4.7
850,explain,1.97
851,field,4.26
852,sit,4.8
854,wear,3.61
855,salary,3.69
857,scenario,2.62
859,built,3.5
861,electric,3.56
862,teeth,4.96
863,powered,3.07
864,almost,1.66
866,research,3.03
867,study,3.7
868,toilet,4.97
869,which,1.54
870,felt,3.04
872,efficient,1.82
873,general,1.62
874,odd,1.7
875,wall,4.86
877,entire,2.03
878,known,1.83
879,break,3.71
880,shoot,3.97
882,nowhere,1.79
883,virus,3.48
884,ski,4.63
886,west,3.44
887,punishment,2.46
889,cheer,2.77
890,corn,4.96
891,trash,4.7
892,female,4.57
893,drop,4.21
896,warm,3.56
897,spoiled,2.46
898,attic,4.53
900,racing,4.0
901,reunion,3.22
902,salad,4.97
903,income,3.07
904,nursing,3.76
905,shape,3.14
906,likely,1.76
907,shrimp,4.8
908,coast,4.21
909,size,3.13
910,choose,2.62
913,date,3.9
914,handle,4.57
915,ford,4.19
916,september,3.81
917,solution,2.61
918,spent,3.0
919,receipt,4.86
920,trade,3.08
922,morocco,4.0
923,save,2.42
924,budget,3.14
925,forever,1.34
926,eh,1.04
927,tv,5.0
928,wow,1.48
929,borrow,3.1
931,jersey,4.56
933,purpose,1.52
935,ketchup,5.0
938,limit,2.28
939,sugar,4.87
940,deserve,1.69
943,burning,3.85
944,roof,4.79
945,grow,3.03
946,grass,4.93
947,shop,4.31
948,window,4.86
949,yellow,4.3
950,pickle,4.64
951,correct,2.59
952,market,4.7
953,recent,2.5
954,political,1.83
956,wood,4.85
957,innocent,1.54
958,willing,2.07
961,plenty,2.39
962,ocean,4.86
963,corps,3.43
964,color,4.08
965,straight,2.76
966,gave,2.38
967,brown,4.48
968,fast,3.32
969,engineer,4.64
970,sun,4.83
971,court,4.31
972,treatment,2.93
975,federal,2.41
976,education,2.93
977,overthrow,2.35
978,parking,3.85
980,ten,3.39
981,basement,4.89
982,manual,4.45
985,office,4.93
986,impossible,1.66
987,teach,3.15
988,step,4.54
989,laptop,4.96
990,met,2.58
991,thousand,3.08
992,pan,4.86
994,bye,2.25
995,thanks,2.15
996,trial,3.07
998,ahem,2.58
999,large,3.37
1000,mother,4.6
1002,nothing,2.21
1004,museum,4.6
1005,jealous,2.17
1007,coincidence,1.57
1009,decent,2.04
1011,lots,3.3
1012,pick,3.82
1013,fault,2.41
1015,coach,4.12
1016,hand,4.72
1017,sentenced,2.22
1018,scary,3.0
1019,woods,4.87
1020,camp,4.35
1022,sarcastic,2.18
1023,clone,4.34
1025,later,1.8
1027,opposite,1.79
1028,neat,2.47
1029,dance,4.32
1030,after,2.12
1032,road,4.75
1034,these,2.03
1035,cave,4.96
1036,sign,4.62
1037,beaten,3.21
1038,cop,4.3
1039,fading,2.86
1040,losing,2.28
1043,delicious,2.43
1044,twelve,3.61
1045,assuming,1.5
1046,telling,2.45
1048,rid,2.13
1049,safe,3.41
1050,happen,1.78
1051,main,2.41
1052,ground,4.77
1053,floor,4.8
1054,party,3.89
1055,pudding,4.9
1059,powder,4.76
1060,scared,2.5
1062,cocoa,4.89
1063,strong,3.14
1065,math,3.15
1066,noodles,4.96
1067,amp,3.59
1068,powerful,2.17
1070,dangerous,2.13
1071,smell,3.7
1072,row,3.93
1073,club,3.78
1075,grocery,4.31
1076,oven,4.97
1077,animal,4.61
1078,conference,3.86
1079,stayed,3.0
1080,heart,4.52
1081,society,2.54
1082,cup,5.0
1083,sister,4.0
1084,page,4.9
1088,beginning,2.5
1089,cancer,3.86
1090,driver,4.71
1094,exactly,2.11
1095,lifetime,2.15
1096,defendant,3.8
1097,mouse,4.83
1099,hi,2.67
1100,library,4.8
1101,chocolate,4.72
1102,ghetto,3.82
1105,rude,2.52
1107,disc,4.85
1110,sandwich,4.9
1111,vegetable,4.89
1112,colors,4.17
1113,truck,4.84
1114,beef,4.74
1115,fire,4.68
1116,sick,2.97
1117,cash,4.48
1118,worked,2.83
1120,pilot,4.67
1121,base,3.86
1123,finish,2.89
1127,tax,3.89
1128,religious,2.5
1130,pass,2.71
1132,amazing,1.55
1133,bus,4.9
1134,service,2.21
1135,earth,4.8
1137,barrier,4.41
1138,actual,2.22
1139,millions,3.59
1140,victim,3.59
1141,title,3.32
1142,male,4.45
1143,once,2.74
1144,felony,3.5
1145,heat,3.79
1146,waste,3.24
1147,trained,2.54
1149,reef,4.7
1151,microwave,4.34
1152,disturbing,2.48
1153,runner,4.86
1154,black,3.76
1156,broth,4.68
1158,possibility,1.33
1159,sake,2.74
1160,art,4.17
1161,cheap,2.11
1162,voting,3.29
1163,expect,1.89
1164,dress,4.93
1167,nose,4.89
1169,sale,3.37
1170,danger,2.68
1171,draft,3.15
1173,clue,2.93
1174,seem,1.75
1175,smart,1.75
1176,private,2.72
1177,level,2.86
1178,public,2.57
1179,retirement,3.03
1181,misunderstood,2.18
1185,quite,1.72
1186,newspaper,4.82
1187,builder,3.97
1188,twice,2.93
1189,league,3.46
1191,credibility,2.29
1192,shepherd,4.67
1193,decision,2.19
1194,damage,3.2
1195,add,3.0
1197,technology,3.24
1198,change,2.89
1199,ice,4.89
1200,copper,4.52
1201,major,2.16
1205,produce,3.31
1206,peace,1.62
1209,blooming,4.07
1210,fat,4.52
1211,bed,5.0
1212,restaurant,4.89
1213,ad,4.46
1214,must,2.13
1215,temporary,2.27
1216,lazy,2.67
1217,internal,2.41
1218,careful,1.86
1219,per,1.69
1220,dying,3.16
1221,speed,3.62
1222,egg,4.97
1223,justice,1.45
1224,painful,3.43
1225,mine,3.56
1226,whatever,1.46
1227,biggest,3.07
1228,punish,2.66
1229,commit,2.17
1230,scientist,4.24
1232,engineering,2.69
1233,aggressive,2.54
1235,subject,3.14
1236,cadillac,4.93
1240,june,3.4
1241,stupid,1.75
1243,tea,4.69
1244,difficult,2.21
1250,hunting,3.96
1252,rich,2.79
1253,current,3.16
1255,clean,3.07
1256,thread,4.83
1257,parent,4.56
1259,example,3.03
1260,option,2.39
1261,social,2.27
1262,fifty,3.48
1264,considering,1.75
1265,hit,4.11
1267,theory,1.47
1268,annoying,2.31
1269,drums,4.79
1270,model,4.53
1271,escort,4.3
1272,personality,2.08
1274,certain,1.68
1275,whoa,1.83
1276,justify,1.45
1277,hunt,3.81
1278,lake,4.88
1279,message,3.97
1280,issue,2.37
1281,july,2.93
1283,limb,4.64
1284,meal,4.62
1286,nervous,1.85
1287,welfare,2.57
1288,escape,3.34
1290,wedding,3.92
1292,raised,2.86
1293,symbol,3.11
1296,minority,2.65
1298,early,2.25
1300,eye,4.9
1304,united,2.61
1306,eyes,4.85
1307,treat,3.79
1308,bring,2.55
1310,eighty,3.41
1311,moon,4.9
1312,description,2.43
1313,disagree,2.77
1314,unit,3.77
1315,broken,4.11
1316,ticket,4.7
1317,liberal,1.67
1318,peaceful,2.27
1320,sweet,4.0
1321,hilarious,2.39
1323,apartment,4.9
1324,designed,2.93
1326,today,2.57
1327,youth,3.28
1328,tourist,4.59
1329,themselves,2.93
1330,loving,1.73
1331,burn,4.11
1332,higher,2.93
1333,oil,4.93
1335,dental,3.08
1336,plot,3.14
1337,humid,3.48
1338,responsible,1.69
1344,penny,4.83
1348,officer,4.8
1350,district,3.29
1351,send,2.7
1354,press,3.9
1355,president,4.4
1356,crop,4.24
1357,stretch,3.62
1358,battery,4.67
1359,guitar,4.9
1360,compete,2.57
1361,deterrent,2.63
1362,third,3.44
1363,election,3.17
1364,plastic,4.79
1365,drugs,4.63
1366,dentist,4.93
1368,regular,2.4
1369,flat,4.07
1370,giving,2.15
1371,basically,1.32
1372,pallet,4.59
1374,serve,3.78
1375,aye,2.09
1376,worry,2.55
1378,mountain,4.96
1379,testing,3.43
1380,recycler,3.34
1381,miles,3.61
1383,meeting,3.31
1385,local,3.04
1386,sometimes,1.77
1387,elderly,3.68
1389,remove,3.14
1390,unfortunate,1.78
1394,vegetarian,3.77
1395,grew,3.52
1396,medic,4.43
1397,healthcare,3.24
1398,let,2.26
1399,writer,4.32
1400,misconception,1.93
1402,monster,3.72
1404,october,2.81
1405,planet,4.58
1406,admit,2.32
1409,background,3.26
1410,pizza,5.0
1411,freshman,3.79
1413,desert,4.86
1414,liking,1.92
1415,ago,1.42
1416,bite,4.44
1417,frost,4.56
1420,adorable,1.86
1423,original,2.07
1424,map,4.93
1425,duty,2.19
1427,mess,3.9
1430,machine,4.25
1431,label,4.46
1432,friendly,2.32
1433,glass,4.82
1434,dude,3.93
1435,needs,2.25
1436,similar,2.46
1437,catholic,2.93
1439,cut,4.55
1440,copy,3.9
1442,tool,4.6
1443,cucumber,4.83
1444,riding,4.14
1446,comment,3.29
1448,tomato,5.0
1449,excuse,2.29
1452,civil,2.07
1453,bill,4.68
1454,walking,4.29
1455,generation,1.96
1456,outside,4.25
1457,cry,4.0
1458,available,2.11
1459,allow,2.41
1460,anyway,1.68
1461,bin,4.72
1462,increase,2.61
1463,lawn,4.93
1464,weekend,3.83
1466,strip,3.75
1468,streets,4.77
1469,threat,2.52
1470,humor,2.26
1471,button,4.96
1473,everywhere,2.0
1475,eating,4.14
1476,limited,1.87
1478,extinct,2.53
1479,angry,2.53
1481,tower,4.76
1485,incident,2.86
1486,naive,1.85
1487,abiding,2.07
1488,smaller,2.46
1489,lit,3.67
1491,breathing,4.1
1492,manually,3.19
1493,bridge,4.97
1495,cabbage,4.75
1496,eighteen,3.96
1500,freeze,3.96
1501,tolerate,1.78
1504,stare,4.1
1505,horse,5.0
1506,roofer,4.79
1508,pro,2.66
1510,series,2.92
1511,open,3.21
1513,relaxed,2.5
1515,fox,4.97
1516,flooding,4.38
1517,century,2.83
1520,coliseum,4.93
1523,creepy,2.33
1526,favor,2.07
1528,simple,1.62
1530,autumn,3.27
1531,natural,1.85
1532,stigma,1.76
1535,fourth,3.39
1536,torn,4.21
1537,please,1.64
1538,rock,4.91
1539,stand,4.16
1540,construction,3.72
1541,thorough,1.66
1544,airforce,3.81
1545,forty,4.14
1547,minded,1.79
1549,referendum,2.97
1550,ours,1.81
1552,posted,3.48
1554,monday,2.25
1558,tanker,4.68
1559,vet,4.55
1560,airplane,4.96
1561,inhale,3.84
1562,value,1.62
1564,spoiler,2.93
1566,tech,3.03
1568,warranty,3.21
1570,design,3.27
1571,obedient,1.93
1573,beep,4.0
1575,pronounced,2.3
1577,youtube,4.35
1579,nine,4.04
1580,professor,4.86
1582,campsite,4.55
1584,meaning,1.85
1586,sequel,2.86
1587,tile,4.68
1596,channel,4.18
1597,discovery,2.36
1598,surface,4.26
1599,aliens,3.86
1600,carpool,3.9
1603,medical,3.07
1604,calm,2.83
1605,responsibility,1.4
1609,weep,4.54
1612,assume,1.75
1616,rainy,4.32
1617,light,4.21
1619,sweat,4.71
1621,humidity,3.0
1622,freezing,4.04
1623,singer,4.62
1624,unrealistic,1.89
1627,tragedy,2.07
1630,health,2.28
1631,gotten,2.61
1632,incredible,1.93
1633,tom,3.96
1634,consider,1.68
1636,senior,2.97
1637,thank,3.0
1639,caretaker,4.24
1640,hopefully,2.0
1641,governor,4.07
1646,cried,3.93
1647,unless,1.54
1649,either,1.81
1653,assistant,4.07
1654,chalk,4.9
1655,climate,3.5
1656,graduated,2.76
1657,menace,2.3
1658,phantom,2.43
1661,twisted,3.23
1662,shooting,3.85
1665,fairness,1.83
1666,enforced,2.22
1670,principal,3.46
1671,southside,3.67
1672,garland,4.85
1675,librarian,4.4
1676,tennis,4.43
1677,overpriced,2.74
1679,slow,3.28
1680,enforce,2.4
1681,genius,3.0
1682,brand,3.29
1683,fixed,2.89
1685,skydiver,4.78
1687,valley,4.72
1688,instructor,4.26
1689,timeline,3.57
1691,defense,2.45
1697,accident,3.26
1703,cheering,3.63
1704,incomprehensible,1.33
1705,ridiculous,1.79
1706,nonsensical,1.82
1707,bizarre,1.79
1710,hat,4.88
1711,wearing,3.59
1712,exciting,1.96
1714,lord,3.04
1717,join,2.86
1718,loud,3.73
1719,depressing,1.79
1720,score,3.38
1722,playoff,3.48
1723,offense,2.03
1725,balcony,4.68
1728,quality,2.18
1731,disciplined,1.58
1732,tribe,4.14
1733,tomorrow,2.04
1735,explore,2.9
1736,acid,4.25
1737,fit,2.7
1741,nation,3.62
1744,catch,4.11
1746,caught,3.27
1747,crunch,3.36
1750,dye,4.58
1751,financially,2.34
1754,record,4.15
1755,set,3.41
1756,wronged,2.0
1758,industry,3.29
1759,security,2.82
1762,package,4.72
1765,physicist,4.26
1766,physics,3.07
1767,theoretical,1.37
1768,science,2.79
1769,heavy,3.37
1770,university,4.65
1771,gallon,3.92
1775,award,4.14
1776,refuse,3.04
1778,campus,4.64
1779,chemically,2.81
1780,threatening,2.37
1782,universe,3.85
1785,storage,3.47
1787,bunk,4.3
1788,drag,4.17
1789,inconvenient,1.46
1790,unload,3.21
1791,link,3.43
1793,comes,2.27
1795,verify,2.1
1798,pile,4.56
1799,giant,4.3
1800,homeless,3.04
1801,risk,1.63
1802,easily,1.8
1804,property,3.9
1805,motherhood,3.0
1806,decompose,3.0
1807,backwards,3.17
1812,strict,2.72
1818,region,3.19
1819,elementary,2.24
1821,currently,2.14
1822,carbon,4.22
1824,dioxide,2.81
1826,solar,4.0
1830,proposal,2.75
1832,accurate,1.9
1834,simulator,3.89
1836,shirt,4.94
1838,support,2.83
1840,expenses,3.59
1841,travel,3.67
1842,average,2.4
1843,regressive,1.85
1844,factory,4.76
1845,toy,4.93
1846,realistic,2.07
1850,religion,1.71
1852,mustang,4.89
1853,track,4.31
1854,personally,2.07
1857,legislature,2.54
1858,define,2.15
1861,pad,4.43
1862,quarter,4.43
1863,plea,2.39
1864,probation,2.48
1865,minor,2.61
1866,prestige,1.61
1868,quote,3.32
1869,misunderstand,1.85
1871,assault,3.41
1873,bargain,2.59
1874,sociopath,2.5
1875,outcome,2.27
1879,mechanic,4.38
1885,magazine,5.0
1886,ideal,1.37
1888,sub,3.46
1890,convert,2.73
1891,minivan,4.92
1892,experiment,3.38
1894,ethanol,4.61
1896,smog,4.14
1897,calling,2.85
1900,concerned,1.86
1901,hero,3.07
1906,clothing,4.43
1907,availability,2.32
1909,fired,2.48
1913,comfortable,2.33
1914,white,3.89
1916,hair,4.97
1918,compare,2.52
1919,article,4.33
1922,anyways,1.59
1923,pox,3.74
1926,blow,3.74
1928,impression,2.23
1930,serial,2.44
1931,position,2.62
1932,killer,3.31
1933,extreme,1.96
1934,wrist,4.93
1935,abandon,2.54
1936,tablet,4.82
1937,blunt,3.07
1938,plane,4.92
1946,fixation,1.67
1947,demanding,2.41
1956,recorder,4.43
1958,latter,2.17
1960,inside,3.67
1961,chore,3.78
1962,aerobic,3.14
1963,congrats,2.12
1964,ran,3.82
1965,myth,2.17
1967,hobby,2.93
1970,door,4.81
1973,tub,4.64
1976,stove,4.96
1977,hill,4.93
1978,misunderstanding,1.97
1981,paradise,2.72
1985,vampire,4.18
1986,convince,1.85
1987,fruit,4.81
1990,shelf,4.96
1991,qualifications,2.14
1992,snowman,4.64
1996,prevent,2.34
1997,wonderful,1.82
1999,separate,3.25
2000,cheat,2.23
2001,creative,1.93
2002,bread,4.92
2003,garlic,4.89
2009,photograph,4.89
2010,flexible,2.64
2011,schedule,3.48
2012,discount,2.79
2015,benefit,2.25
2016,wise,1.97
2017,violinist,4.84
2019,conservation,2.41
2021,impractical,1.6
2022,laid,3.6
2023,eight,4.04
2024,generic,2.63
2026,retired,3.36
2030,triangle,4.52
2031,bar,4.67
2032,uncommon,2.38
2034,pain,3.5
2036,sidebar,3.21
2037,breath,4.36
2038,smoking,4.32
2039,jack,4.3
2040,ramp,4.69
2041,weight,3.94
2043,crusher,4.0
2044,weightless,3.32
2046,concrete,4.59
2047,faster,2.76
2049,planting,3.63
2053,bake,4.21
2057,appetite,2.74
2058,ate,3.74
2059,meatball,4.93
2065,fluid,4.73
2066,jarring,2.36
2068,castle,4.96
2069,corner,4.61
2071,honor,1.68
2072,headphones,4.79
2073,camera,5.0
2074,upgrade,2.36
2077,cooker,4.22
2078,strings,4.75
2081,musical,3.72
2083,handwriting,4.59
