,Word,Conc.M
228,damage,3.2
230,maybe,1.52
231,talking,3.72
232,find,2.63
233,buy,3.35
237,tested,3.0
238,classical,2.18
239,recycle,2.97
240,switch,4.07
241,plant,4.76
242,loving,1.73
243,wait,2.68
245,cabbage,4.75
246,heavy,3.37
247,ride,3.75
249,violent,3.1
251,military,4.0
252,race,3.59
253,church,4.9
254,compare,2.52
256,machine,4.25
257,gas,4.29
258,sorry,1.9
259,battery,4.67
260,few,2.48
261,city,4.79
265,tax,3.89
266,group,4.12
267,freedom,2.34
268,throw,4.04
269,winter,3.84
270,person,4.72
271,industry,3.29
272,drugs,4.63
273,high,3.46
274,girl,4.85
276,slab,4.29
277,limit,2.28
278,will,2.64
279,fight,4.2
280,watching,3.58
282,summer,3.64
284,man,4.79
285,sue,3.07
286,happening,2.1
287,favorite,2.71
289,his,3.14
290,real,2.5
291,insurance,2.86
292,bath,4.85
293,reading,3.71
294,north,4.14
295,state,3.52
296,ten,3.39
297,morocco,4.0
298,compact,3.04
299,else,1.63
300,cheer,2.77
302,kids,4.61
303,ours,1.81
304,weight,3.94
305,dye,4.58
306,children,4.89
307,navy,3.93
308,public,2.57
309,metal,4.87
310,way,2.34
313,internal,2.41
314,card,4.9
316,built,3.5
317,son,4.14
318,teacher,4.52
319,helping,2.53
320,jewish,3.32
321,another,2.69
322,yet,1.39
323,waste,3.24
324,law,2.57
325,lawyer,4.7
326,side,3.68
328,garage,4.96
329,paper,4.93
330,movie,4.59
332,capital,4.1
333,far,2.71
334,game,4.5
336,puppy,4.78
337,fishing,4.3
338,husband,4.11
341,train,4.79
342,come,2.72
343,around,1.96
344,both,2.97
345,college,4.62
347,doing,2.66
349,point,3.39
350,probably,1.73
351,credit,2.71
352,eat,4.44
354,microwave,4.34
355,cup,5.0
356,rice,4.86
357,boy,4.76
358,shift,2.81
360,flag,4.79
361,leave,2.53
362,neat,2.47
363,now,1.48
364,unsweetened,3.66
365,piano,4.9
366,weather,3.83
367,again,2.0
369,close,3.2
370,potato,4.85
371,fan,4.71
372,over,2.46
373,many,2.37
374,area,3.72
375,version,1.7
376,jazz,3.9
379,fourth,3.39
380,bedroom,4.9
381,fox,4.97
382,construction,3.72
383,radio,4.74
384,attic,4.53
385,even,2.79
387,roof,4.79
388,stand,4.16
389,china,4.79
390,october,2.81
391,answer,2.89
392,frost,4.56
393,tip,4.5
394,pallet,4.59
395,doctor,4.69
396,local,3.04
397,generation,1.96
398,gun,4.83
399,eye,4.9
400,salad,4.97
401,patch,4.7
402,down,3.52
403,pro,2.66
404,naive,1.85
405,economy,2.57
406,land,4.57
407,center,3.85
408,pollution,3.75
409,saying,2.58
410,crazy,2.37
411,six,3.43
413,large,3.37
414,line,4.5
415,beagle,4.81
416,unit,3.77
417,engineer,4.64
419,little,3.67
420,score,3.38
422,against,1.8
423,community,3.52
425,designed,2.93
426,old,2.72
427,chalk,4.9
428,though,1.2
429,animal,4.61
430,aggressive,2.54
431,almost,1.66
433,before,1.96
434,cold,3.85
435,me,4.33
436,receipt,4.86
438,responsibility,1.4
439,only,2.41
440,ski,4.63
441,copper,4.52
443,trash,4.7
444,red,4.24
445,plastic,4.79
446,dad,4.29
449,bill,4.68
450,abandon,2.54
451,wronged,2.0
455,win,2.67
456,package,4.72
457,wrist,4.93
459,field,4.26
460,curious,1.75
461,paying,3.64
462,property,3.9
463,science,2.79
464,government,2.88
465,wife,4.13
466,your,2.37
468,murderer,3.83
469,salary,3.69
470,plea,2.39
471,fuel,4.3
472,compete,2.57
473,electric,3.56
474,powered,3.07
475,corn,4.96
476,sweet,4.0
477,vegetable,4.89
478,chocolate,4.72
480,take,3.06
481,often,2.5
482,half,3.27
484,disagree,2.77
485,rid,2.13
486,aerobic,3.14
487,demanding,2.41
488,private,2.72
489,enough,1.33
490,alone,2.86
491,hold,3.68
492,came,1.85
493,regressive,1.85
494,as,1.33
495,involvement,1.46
496,super,1.9
497,meat,4.9
498,dinner,4.5
499,credibility,2.29
500,wear,3.61
501,am,1.96
502,walk,4.07
503,flower,5.0
504,lead,4.1
505,income,3.07
506,put,2.5
507,second,3.3
508,team,3.79
510,today,2.57
511,retirement,3.03
512,single,3.27
514,south,3.84
515,strings,4.75
516,involved,2.03
518,random,2.0
519,amount,2.74
520,tonight,2.93
521,expenses,3.59
522,travel,3.67
523,realistic,2.07
524,track,4.31
525,racing,4.0
527,row,3.93
528,supposed,1.6
530,carbon,4.22
531,accent,3.26
532,test,3.93
533,sports,3.79
534,ever,1.48
536,testing,3.43
537,control,1.93
538,eyes,4.85
539,fast,3.32
540,dental,3.08
541,football,4.73
543,baseball,4.86
545,saint,3.45
546,working,3.48
547,jersey,4.56
548,system,2.94
549,night,4.52
550,tape,4.9
552,personally,2.07
553,lived,2.38
555,together,2.74
556,making,2.34
557,foreground,2.93
558,riding,4.14
559,friendly,2.32
560,smoking,4.32
562,worked,2.83
563,seen,2.96
565,applied,1.96
566,district,3.29
567,let,2.26
568,learn,2.2
569,l,3.13
570,cooking,4.19
571,pan,4.86
573,perspective,2.38
574,chicken,4.8
575,golf,4.52
576,important,2.14
577,handful,3.48
578,spend,2.93
579,translator,3.86
582,number,3.3
583,affect,1.93
584,market,4.7
585,soap,4.93
587,pickle,4.64
588,best,1.6
589,election,3.17
592,typical,1.52
594,media,3.57
595,build,3.71
597,ask,2.52
598,east,3.04
600,along,2.14
601,struggling,2.81
602,processing,2.03
603,word,3.56
604,band,4.68
605,afraid,2.7
606,criminal,3.48
609,send,2.7
610,green,4.07
613,try,2.22
614,black,3.76
615,covered,3.41
616,stem,4.63
617,ugly,3.23
618,hour,3.1
619,disappointed,1.92
621,start,2.71
622,independent,2.04
623,student,4.92
624,idea,1.61
625,luck,1.33
626,off,2.79
627,hope,1.25
628,goal,3.06
629,sad,3.07
630,teach,3.15
632,fifty,3.48
633,oasis,4.44
634,reliable,1.86
636,spent,3.0
637,disc,4.85
638,trying,2.11
639,caretaker,4.24
640,while,1.55
641,looking,3.53
642,listen,3.47
643,five,3.87
644,still,3.46
645,small,3.22
646,breed,2.85
648,course,3.82
649,spending,3.31
650,since,1.38
651,rooms,4.57
652,ford,4.19
653,consumer,3.57
655,tourist,4.59
656,catholic,2.93
657,town,4.64
658,older,3.19
660,hall,4.67
661,language,2.35
662,type,3.3
663,serious,2.1
664,beef,4.74
665,question,3.36
667,recruiting,2.74
668,interested,2.19
669,rain,4.97
670,japan,4.82
672,shrimp,4.8
673,found,2.53
674,first,2.76
676,dogs,5.0
677,us,3.59
678,sleep,4.44
679,concealed,2.43
680,near,2.79
682,court,4.31
683,supreme,2.0
685,yellow,4.3
687,process,2.93
688,dirt,4.86
689,corps,3.43
690,peace,1.62
691,fee,3.89
692,planting,3.63
693,impossible,1.66
695,mouse,4.83
696,keep,2.37
698,ketchup,5.0
699,wake,3.11
703,move,3.25
705,leaves,4.78
706,junk,3.88
707,three,3.62
708,county,4.04
709,strange,1.86
710,prison,4.68
711,corner,4.61
713,sell,3.35
714,end,3.14
715,united,2.61
716,west,3.44
717,innocent,1.54
718,armed,3.6
719,minivan,4.92
